Position,Name-Team,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,Jake Killingsworth / Columbia,28,22,24.9,2.1,5.5,0.383,0.5,1.4,0.35,1.6,4.1,0.395,0.3,0.5,0.5,0.4,2.8,3.2,1.9,0.6,0.1,0.5,1.6,6.1
1,Ike Nweke / Columbia,28,7,13.1,2,4,0.491,2,4,0.491,0,0,0,1.4,2.1,0.633,1.7,1.9,3.6,0.3,0.3,0.1,1,1.7,5.3
0,Maka Ellis / Columbia,25,0,16.5,2.1,4.6,0.465,1.2,2.4,0.508,0.9,2.1,0.415,0.5,0.6,0.929,0.4,1.8,2.2,1,0.5,0,1,0.9,5.6
0,Mike Smith / Columbia,8,7,31.8,5.5,13.3,0.415,4.4,8.8,0.5,1.1,4.5,0.25,3.6,4.3,0.853,0.3,2.3,2.5,5,2.3,0,2.3,1.5,15.8
0,Tai Bibbs / Columbia,28,16,14.8,1.3,4,0.327,0.8,2,0.418,0.5,2.1,0.241,0.4,0.8,0.545,0.5,0.9,1.4,0.6,0.4,0.1,0.7,1.5,3.6
0,Peter Barba / Columbia,26,2,13.5,1,2.3,0.433,0.3,0.7,0.368,0.7,1.6,0.463,0.1,0.1,1,0.2,1.3,1.5,0.9,0.3,0.1,0.3,1.7,2.8
1,Rodney Hunter / Columbia,13,6,14.8,0.8,2.2,0.393,0.8,1.6,0.476,0.1,0.5,0.143,0.2,0.7,0.222,0.5,2.3,2.8,1.2,0.3,0.5,0.8,1.5,1.9
0,C.J. Davis / Columbia,13,1,6.7,0.5,1.5,0.35,0.3,0.8,0.4,0.2,0.8,0.3,0.5,0.5,1,0.2,0.5,0.7,0.5,0.3,0,0.8,0.7,1.8
0,Luke Bolster / Columbia,2,0,13,1.5,3.5,0.429,1,1,1,0.5,2.5,0.2,1,1,1,0,0.5,0.5,1.5,1,0,1.5,3,4.5
0,Ben Milstein / Columbia,2,0,9.5,0.5,2.5,0.2,0,1,0,0.5,1.5,0.333,0,0,0,1,0.5,1.5,0.5,0.5,0,0.5,1,1.5
1,Chris Knight / Dartmouth,30,30,28.2,6.4,12.8,0.499,6.1,11.9,0.515,0.3,0.9,0.286,2.3,3.7,0.616,2.1,4.6,6.8,2.4,0.6,1.2,3,3,15.4
0,Brendan Barry / Dartmouth,30,30,35.6,4.5,9.7,0.466,1.8,3.7,0.5,2.7,6.1,0.445,1.4,1.7,0.86,0.2,3,3.2,3.2,1.2,0.3,1.5,1.5,13.2
0,James Foye / Dartmouth,30,30,29.4,4,8.3,0.482,2.2,4.1,0.537,1.8,4.2,0.429,1,1.2,0.806,0.4,2.8,3.2,2.4,0.7,0.1,0.8,2.5,10.8
0,Ian Sistare / Dartmouth,24,18,27.3,3.5,6.8,0.515,2,3.3,0.588,1.5,3.5,0.446,1.7,2,0.872,0.6,3.8,4.4,1.9,0.3,0,1.6,1.5,10.3
1,Adrease Jackson / Dartmouth,22,17,19.4,2.9,7.5,0.384,1.8,3.6,0.494,1.1,3.9,0.282,1.5,1.9,0.805,1.3,3.7,5,0.6,0.4,0.7,1.2,1.8,8.3
0,Aaryn Rai / Dartmouth,28,12,20.3,2.1,4.8,0.44,1.7,3.3,0.505,0.4,1.5,0.293,1.1,1.4,0.842,1.1,3.5,4.6,0.8,0.6,0.4,1.2,1.5,5.8
0,Taurus Samuels / Dartmouth,30,1,16.5,1.4,4,0.361,0.7,1.6,0.449,0.7,2.3,0.3,0.8,1.2,0.657,0.1,1.3,1.4,1,0.5,0.1,0.8,1.6,4.3
0,Wes Slajchert / Dartmouth,30,5,13,0.8,2.3,0.353,0.4,0.8,0.458,0.4,1.5,0.295,0.4,0.5,0.786,0.1,0.7,0.9,1,0.5,0.2,0.7,1.3,2.4
0,Guilien Smith / Dartmouth,17,6,15.1,1.4,4.3,0.315,0.9,2.1,0.429,0.5,2.2,0.211,0.9,1.2,0.8,0.3,1.7,2,0.9,0.5,0.1,1,1.2,4.1
1,Ian Carter / Dartmouth,12,0,8.8,1.4,2.8,0.5,1.2,1.8,0.636,0.3,1,0.25,0.4,0.7,0.625,0.5,1.3,1.8,0.3,0.3,0.1,0.4,0.6,3.5
1,Will Emery / Dartmouth,21,1,11.8,0.7,2.1,0.341,0.7,1.9,0.35,0,0.2,0.25,0.4,1.4,0.276,1.2,1.6,2.8,0.8,0.1,0.4,0.8,0.9,1.9
1,Garrison Wade / Dartmouth,12,0,3.8,0.5,0.8,0.6,0.3,0.4,0.8,0.2,0.4,0.4,0.3,0.4,0.8,0.1,0.4,0.5,0.1,0.1,0,0.5,0.3,1.5
0,Isaac Letoa / Dartmouth,10,0,4.4,0.7,1.2,0.583,0.7,1,0.7,0,0.2,0,0,0.1,0,0.1,0.8,0.9,0.5,0.2,0,0.1,0.5,1.4
0,Ben Swett / Dartmouth,8,0,2.8,0.3,0.4,0.667,0.3,0.3,1,0,0.1,0,0,0,0,0,0.5,0.5,0.1,0,0.1,0.1,0.1,0.5
0,E.J. Crawford / Iona,33,32,35.6,6.2,12.3,0.504,4.6,8.1,0.569,1.6,4.2,0.379,3.6,4.5,0.816,1.1,3.9,5.1,1.8,0.7,0.2,1.8,2.2,17.7
0,Rickey McGill / Iona,33,33,37.2,5.2,11.1,0.473,3.8,7,0.543,1.4,4.1,0.351,3.9,5.2,0.76,0.9,3.5,4.5,4.8,2.4,0.3,2.8,2.5,15.8
1,Tajuan Agee / Iona,33,28,27.5,4.6,10,0.458,3.5,7,0.5,1.1,3,0.357,3,4.1,0.728,1.8,6.2,8,1.2,1,0.7,2.4,3.6,13.2
0,Asante Gist / Iona,33,20,29.6,3.9,9.7,0.408,1.9,4,0.474,2,5.6,0.36,2.6,3.4,0.784,0.4,1.9,2.4,2.3,0.6,0,1.6,2,12.5
0,Ben Perez / Iona,28,21,28.6,2.7,6,0.444,0.9,1.5,0.595,1.8,4.5,0.394,1.1,1.4,0.769,0.8,2.9,3.6,1.1,1,0.1,0.8,1.6,8.2
1,Andrija Ristanovic / Iona,29,8,15.1,1.1,3.1,0.367,0.3,0.8,0.435,0.8,2.3,0.343,0.4,0.6,0.813,0.6,2.6,3.1,0.4,0.2,0.6,0.7,1.6,3.5
0,Isaiah Still / Iona,13,10,24.5,2.3,6.2,0.375,1.6,3.4,0.477,0.7,2.8,0.25,2.2,3.7,0.583,0.6,2.6,3.2,1.4,1,0.4,1.9,2.2,7.5
1,Jahnathan Maxwell / Iona,31,2,10.3,0.9,2.5,0.377,0.5,0.9,0.63,0.4,1.6,0.24,0.2,0.4,0.538,0.5,1.4,1.8,0.5,0.3,0.1,0.6,1.6,2.5
1,Niksa Nikolic / Iona,23,11,12.7,1.3,2.1,0.604,1.3,2.1,0.604,0,0,0,0.3,0.7,0.438,1.4,1,2.4,0.4,0.3,0.9,1.1,1.8,2.8
0,Payton Hudson / Iona,23,0,6,0.1,0.4,0.222,0,0.1,0.5,0,0.3,0.143,0,0,0,0.1,0.3,0.4,0.4,0.3,0,0.1,0.5,0.2
0,Malik Rhem / Iona,6,0,1,0,0.3,0,0,0.3,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0
0,Cameron Young / Quinnipiac,31,30,35.9,7.2,14.9,0.482,3.8,7.2,0.529,3.4,7.7,0.437,5.8,7.6,0.766,1,4.1,5.1,1.9,1.1,0.3,2.9,2.2,23.5
0,Rich Kelly / Quinnipiac,26,25,34.4,4.1,9.1,0.449,1.7,3.8,0.439,2.4,5.3,0.457,2.6,3.1,0.85,0.7,1.8,2.6,4.5,0.8,0,2.8,1.8,13.2
0,Jacob Rigoni / Quinnipiac,31,31,27,3.2,7.7,0.41,1,2.1,0.485,2.1,5.6,0.382,1.8,2.1,0.875,0.8,3,3.7,1.3,0.6,0.3,1.4,1.6,10.3
0,Tyrese Williams / Quinnipiac,31,30,30.1,3.1,8.1,0.381,1.5,3.8,0.403,1.5,4.3,0.361,1.2,1.7,0.685,0.6,3.6,4.2,2.4,0.9,0.1,2.2,3,8.9
1,Abdulai Bundu / Quinnipiac,31,20,21,2.1,3.5,0.617,2.1,3.4,0.623,0,0,0,1.2,1.9,0.617,2.4,3.2,5.6,0.4,0.5,0.7,1,2.5,5.5
1,Travis Atson / Quinnipiac,31,6,18.3,1.7,5.1,0.34,0.9,2.4,0.397,0.8,2.8,0.291,1,1.4,0.698,0.8,2.5,3.4,0.9,0.6,0.1,1.3,1.5,5.3
1,Kevin Marfo / Quinnipiac,25,11,18.5,1.6,3.3,0.488,1.6,3.3,0.488,0,0,0,2.2,3.5,0.632,2.6,4.9,7.5,0.9,0.2,0.5,0.6,2.6,5.4
0,Aaron Robinson / Quinnipiac,30,2,20.3,1.2,3.7,0.33,0.3,0.6,0.474,0.9,3.1,0.301,0,0.4,0.077,0.3,1.6,2,1,0.3,0,0.6,1.8,3.4
0,Tyree Pickron / Quinnipiac,28,0,10,0.7,2.9,0.244,0.2,0.8,0.286,0.5,2.2,0.23,0.1,0.4,0.4,0.2,0.7,0.9,0.4,0.3,0,0.4,0.7,2.1
0,Kyle Atkins / Quinnipiac,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Jack Higgins / Quinnipiac,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Stevie Jordan / Rider,30,29,32.6,4.6,9.6,0.481,3.3,6.2,0.541,1.3,3.5,0.375,2,3.1,0.649,1,2.5,3.5,4.4,1.9,0.4,2.9,2.8,12.6
1,Frederick Scott / Rider,30,18,25.1,3.9,8.4,0.466,3,5.9,0.506,0.9,2.5,0.373,3.3,5.1,0.654,1.5,4.2,5.7,1.4,0.8,0.3,1.6,2,12.1
1,Tyere Marshall / Rider,30,27,23,4.4,9.1,0.489,4.4,9,0.491,0,0,0,2,3.2,0.615,2.5,4.1,6.6,1.3,0.7,0.6,1.4,2.6,10.8
0,Jordan Allen / Rider,31,11,23.8,3.4,9.4,0.357,1,2.3,0.437,2.4,7.1,0.332,1,1.3,0.756,0.5,2,2.5,0.6,0.5,0.3,1,1.3,10.1
0,Anthony Durham / Rider,31,31,29,3.1,6.6,0.468,2,3.7,0.543,1.1,2.9,0.371,2.2,2.8,0.77,1.3,2.4,3.7,2,0.9,0.1,1.2,2.4,9.4
0,Dimencio Vaughn / Rider,27,17,25.5,3.5,8.4,0.42,2.4,5,0.489,1.1,3.4,0.319,2.4,3.6,0.688,1.1,4.1,5.2,1.4,1.8,0.6,1.9,2.4,10.6
0,Kimar Williams / Rider,30,17,20.4,1.7,4.2,0.405,1.7,4,0.429,0,0.2,0,0.7,1.9,0.393,0.4,1.8,2.2,2.6,1.5,0.1,1.6,1.9,4.1
1,Devine Eke / Rider,31,1,11.6,1.5,2.5,0.615,1.5,2.4,0.644,0,0.2,0.2,0.6,2.2,0.299,1,1.6,2.6,0.5,0.8,0.5,0.7,2,3.8
0,Ahmad Gilbert / Rider,26,0,8.5,1.2,3.4,0.341,0.5,1.3,0.353,0.7,2.1,0.333,0.3,0.5,0.615,0.3,0.9,1.2,0.7,0.5,0.2,0.7,1.2,3.3
1,Ajiri Ogemuno-Johnson / Rider,25,3,7.8,1,1.9,0.553,1,1.8,0.565,0,0,0,0.7,1.2,0.586,1,0.6,1.6,0.1,0.2,0.3,0.7,1,2.8
1,Karamoko Cisse / Rider,17,1,4.1,0.3,0.7,0.417,0.3,0.7,0.417,0,0,0,0.8,1.1,0.722,0.2,0.5,0.8,0.1,0.1,0.2,0.4,1.2,1.4
0,Ryan O'Leary / Rider,5,0,2,0.2,0.8,0.25,0,0.2,0,0.2,0.6,0.333,0.2,1,0.2,0,0,0,0,0,0,0,0.2,0.8
0,Noah Buono / Rider,4,0,2,0.3,0.5,0.5,0.3,0.3,1,0,0.3,0,0,0,0,0.3,0,0.3,0,0,0,0.3,0,0.5
0,Jalen Pickett / Siena,33,32,37.1,5.6,12.8,0.436,3.6,7.1,0.506,2,5.7,0.348,2.7,3.6,0.746,1.3,3.3,4.6,6.7,2,0.9,2.4,2.3,15.8
1,Evan Fisher / Siena,31,31,33.3,6.6,13.5,0.488,6.1,11.5,0.535,0.5,2.1,0.231,2.2,3,0.72,1.1,4.9,6,1.5,0.2,0.5,1.7,1.6,15.9
1,Sloan Seymour / Siena,33,32,26.6,3.1,8.2,0.374,0.2,0.5,0.389,2.8,7.6,0.373,0.1,0.1,1,0.1,0.6,0.7,0.2,0.2,0.1,0.4,0.7,9.1
1,Kevin Degnan / Siena,33,33,33.6,3.2,7.3,0.436,1.2,2.3,0.519,2,5,0.396,0.6,1,0.618,1.2,4.8,6.1,0.9,1.1,0.5,0.8,2,9
0,Manny Camper / Siena,29,22,26.1,2.3,4.8,0.486,2.2,3.8,0.582,0.1,1,0.133,1.6,3.1,0.522,1.8,3.6,5.4,1.3,0.8,0.3,1.5,2.7,6.4
0,Kadeem Smithen / Siena,33,1,19.4,1.4,2.9,0.474,0.8,1.5,0.54,0.6,1.4,0.404,1.5,1.8,0.787,0.3,1.9,2.2,1,1,0.3,0.7,1.7,4.8
0,Jimmy Ratliff / Siena,20,1,16.6,1.1,3,0.35,0.3,0.4,0.625,0.8,2.6,0.308,0.1,0.2,0.667,0.7,0.9,1.6,0.4,0.4,0.2,0.5,1.1,3
1,Sammy Friday / Siena,9,1,14.6,2.6,4.6,0.561,2.6,4.6,0.561,0,0,0,1.3,2.8,0.48,1.1,1.3,2.4,0.3,0,0.1,0.9,2,6.4
0,Georges Darwiche / Siena,19,10,14.2,0.6,2.4,0.261,0.2,0.7,0.308,0.4,1.7,0.242,0.3,0.3,0.833,0.3,0.4,0.7,0.9,0.2,0,1.1,1.7,1.9
1,Denzel Tchougang / Siena,20,0,5.6,0.2,0.8,0.25,0.2,0.8,0.25,0,0,0,0.2,0.3,0.8,0.2,0.6,0.8,0.1,0.1,0.2,0.4,1,0.6
1,Thomas Huerter Jr. / Siena,23,0,7.7,0.1,0.6,0.143,0,0.3,0.167,0,0.3,0.125,0.1,0.1,1,0.2,0.7,1,0.3,0.2,0.1,0.4,0.6,0.3
0,Braedon Bayer / Siena,20,1,2.7,0.1,0.5,0.1,0,0,0,0.1,0.5,0.1,0,0,0,0,0.1,0.1,0.1,0.1,0.1,0.1,0.4,0.2
0,Ben Diamond / Siena,2,0,0.5,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Paulo Morastoni / Siena,6,1,1.7,0,0.2,0,0,0,0,0,0.2,0,0,0,0,0,0.5,0.5,0.2,0,0,0.2,0,0
0,Takal Molson / Canisius,32,32,32.7,5.5,13,0.422,3.8,6.6,0.571,1.7,6.4,0.268,4.2,5.6,0.754,1.8,3.7,5.4,2,1.3,0.3,2.6,2.5,16.9
0,Malik Johnson / Canisius,32,32,35.5,3.2,8.2,0.385,2.1,4.7,0.45,1.1,3.5,0.301,2.3,3.1,0.727,0.6,3.6,4.2,4.8,1.7,0.1,2.3,2.5,9.6
1,Scott Hitchon / Canisius,32,32,22.7,3.2,6.3,0.5,2.3,4.6,0.514,0.8,1.8,0.464,1.5,2.1,0.701,0.8,1.8,2.6,1.5,0.3,0.7,1.7,2.4,8.6
1,Jibreel Faulkner / Canisius,32,0,19.3,3,6.2,0.492,2,3.4,0.587,1,2.8,0.375,0.7,0.9,0.7,1,1.7,2.8,0.8,0.5,0.3,0.7,1.3,7.8
0,Isaiah Reese / Canisius,20,19,32.1,4.5,11.6,0.384,2.7,5.9,0.462,1.8,5.8,0.304,1.2,1.7,0.676,0.8,5.1,5.9,4.4,1.7,0.4,2.7,2.3,11.8
0,Jonathan Sanks / Canisius,32,12,22.3,2.4,6.4,0.379,0.9,1.9,0.483,1.5,4.6,0.336,1,1.5,0.66,0.3,2.1,2.4,1.2,0.4,0.1,0.9,2.6,7.4
1,Jalanni White / Canisius,32,32,18.6,2.5,4.8,0.516,2.3,4.3,0.54,0.1,0.4,0.286,0.9,1.6,0.549,1,1.7,2.7,0.6,0.4,0.8,0.9,2.3,5.9
0,Jordan Henderson / Canisius,31,1,14.7,1.2,2.6,0.463,0.6,1.2,0.556,0.6,1.5,0.391,0.5,0.7,0.714,0.4,1,1.4,0.8,0.4,0.3,0.6,1.8,3.5
1,Dantai St. Louis / Canisius,31,0,10,0.8,1.6,0.51,0.8,1.6,0.51,0,0,0,0.6,1.1,0.606,0.6,1.1,1.7,0,0.1,0.4,0.5,1.8,2.3
1,Marcale Lotts / Canisius,17,0,7.1,0.6,1.2,0.55,0.6,1.2,0.55,0,0,0,0.1,0.4,0.333,0.8,0.7,1.5,0.2,0.1,0.2,0.7,1.2,1.4
1,Kenjuan Johnson-Alls / Canisius,7,0,13.6,0.4,1.9,0.231,0.1,0.9,0.167,0.3,1,0.286,0.6,1.1,0.5,0.3,2.1,2.4,0,0.4,0.6,1,2,1.7
1,Ivan Hadzic / Canisius,1,0,7,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Sam Rautins / Canisius,6,0,2.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0,0,0,0,0.2,0
0,Ray Salnave / Monmouth,34,29,26.4,3.9,9.6,0.41,3.1,6.7,0.456,0.9,2.9,0.303,3.1,4.1,0.768,0.7,3.3,4,2.8,1.2,0.2,2.6,2.8,11.9
0,Deion Hammond / Monmouth,34,33,26.3,4,10.4,0.381,1.8,4.1,0.439,2.2,6.3,0.344,1.6,2.3,0.727,0.4,1.8,2.1,0.9,0.5,0.2,1.7,2.1,11.8
1,Diago Quinn / Monmouth,35,22,22,3.2,6.5,0.487,3.2,6.5,0.487,0,0,0,2.9,4.2,0.701,2.4,3.5,5.9,0.1,0.3,0.9,1.3,2.7,9.3
1,Mustapha Traore / Monmouth,35,35,23.6,3,5.9,0.507,3,5.9,0.507,0,0,0,1.4,2.2,0.615,1.9,3.4,5.3,0.9,0.7,0.4,1.5,2.1,7.4
0,Nick Rutherford / Monmouth,35,15,24.7,1.8,4.7,0.378,1.5,3.6,0.421,0.3,1.1,0.237,1.5,1.9,0.779,0.5,4.1,4.6,2.3,1.7,0.4,2,2,5.3
0,Louie Pillari / Monmouth,31,6,16.2,2,5.5,0.36,1.5,3,0.5,0.5,2.5,0.192,1.4,1.7,0.811,0.3,1.4,1.7,0.9,0.3,0.1,1.2,1.2,5.9
0,Marcus McClary / Monmouth,35,29,18.7,1.6,3.4,0.475,1.4,3,0.467,0.2,0.4,0.533,0.9,1.5,0.596,1,1.3,2.3,1,0.6,0.1,1.1,2.1,4.4
1,Melik Martin / Monmouth,32,0,15.4,1.3,2.6,0.5,1,1.8,0.542,0.3,0.8,0.4,0.5,0.9,0.607,0.5,1.5,2,0.6,0.3,0.3,1.1,1.9,3.5
0,Samuel Chaput / Monmouth,32,0,12.5,0.8,2.3,0.342,0.7,1.9,0.367,0.1,0.4,0.231,0.9,1.4,0.659,0.1,0.7,0.8,1,0.5,0,0.8,1.1,2.6
0,George Papas / Monmouth,29,0,8.7,0.9,2.9,0.301,0.3,0.6,0.588,0.5,2.3,0.227,0.4,0.7,0.632,0.1,0.7,0.8,0.5,0.6,0.1,0.2,0.7,2.7
1,Nikkei Rutty / Monmouth,24,5,11.5,0.5,1.3,0.406,0.5,1.3,0.406,0,0,0,0.8,2,0.426,0.8,1,1.9,0.2,0.1,0.2,0.6,1.5,1.9
1,Sam Ibiezugbe / Monmouth,25,0,6.7,0.7,1.8,0.37,0.7,1.8,0.37,0,0,0,0.4,0.7,0.611,0.6,1.1,1.7,0.1,0.3,0.1,0.2,0.9,1.8
0,Trevon Gross Jr. / Monmouth,18,1,3.9,0.2,0.7,0.231,0.1,0.3,0.167,0.1,0.4,0.286,0,0.1,0,0.2,0.4,0.7,0.1,0.2,0,0.2,0.5,0.4
0,Dave Calloway Jr. / Monmouth,11,0,1.5,0.2,0.6,0.286,0,0,0,0.2,0.6,0.286,0.1,0.2,0.5,0.1,0.1,0.2,0,0.1,0,0,0.3,0.6
0,Mike James Jr. / Monmouth,9,0,1.2,0.1,0.6,0.2,0.1,0.3,0.333,0,0.2,0,0,0,0,0,0.2,0.2,0.1,0,0,0,0,0.2
1,Warren Williams / Manhattan,32,24,19,3.6,6.3,0.571,3.6,6.3,0.574,0,0,0,1.9,3.8,0.496,1.6,2.3,3.9,0.5,0.4,0.7,2,3.1,9.2
1,Tyler Reynolds / Manhattan,31,20,19.4,2.7,6.4,0.421,0.8,1.4,0.545,1.9,4.9,0.386,0.5,0.5,0.882,0.2,2.5,2.7,0.7,0.5,0.1,0.8,1,7.7
0,Samir Stewart / Manhattan,32,12,22.1,1.9,5.1,0.374,0.4,1.3,0.3,1.5,3.8,0.398,1.3,1.5,0.851,0.3,0.8,1.1,2,0.9,0,1.8,2.2,6.6
0,Tykei Greene / Manhattan,32,13,19.7,1.9,6,0.316,1.3,3.4,0.367,0.7,2.6,0.25,1.2,2.1,0.574,0.9,2.4,3.3,0.5,0.5,0.1,1.8,1.6,5.7
0,Nehemiah Mack / Manhattan,32,32,25.1,1.7,4.2,0.403,0.8,1.9,0.435,0.8,2.3,0.375,1.4,1.6,0.863,0.3,1.3,1.7,2.7,1.1,0,1.5,2.2,5.6
1,Ebube Ebube / Manhattan,31,8,21.9,2.3,5.1,0.447,1.7,3.4,0.509,0.5,1.7,0.321,0.5,1.1,0.441,2.2,2.5,4.8,0.8,0.6,0.5,1.2,2.7,5.6
0,Thomas Capuano / Manhattan,32,10,20.5,1.7,4.6,0.361,0.7,1.8,0.39,0.9,2.8,0.341,0.4,0.6,0.632,0.3,1.6,1.9,1.5,0.8,0,1.1,1.4,4.6
0,Christian Hinckson / Manhattan,32,17,16.8,1.3,3.7,0.359,1.2,3,0.396,0.1,0.7,0.19,0.9,1.6,0.549,0.9,1.8,2.7,1,0.7,0.3,1.2,1.7,3.6
0,Elijah Buchanan / Manhattan,32,9,13.2,1,3.8,0.264,0.8,2.5,0.329,0.2,1.3,0.143,0.6,1.4,0.444,0.4,1.4,1.8,1.1,0.5,0.2,1.2,2.2,2.8
1,Pauly Paulicap / Manhattan,10,9,16.7,3,6.6,0.455,3,6.6,0.455,0,0,0,2.5,3.7,0.676,1.8,2.1,3.9,0.1,0.6,1.1,1.1,3.3,8.5
0,Samson Usilo / Manhattan,24,4,13.8,1.2,2.6,0.444,1.1,2.2,0.5,0.1,0.5,0.182,0.3,1.3,0.258,0.5,2.2,2.7,0.4,0.7,0.2,1,1.5,2.8
1,Ibrahima Diallo / Manhattan,18,1,7.2,0.8,1.6,0.5,0.8,1.6,0.5,0,0,0,0.1,0.4,0.286,0.6,0.6,1.1,0.1,0.3,0.1,0.5,1.1,1.7
1,Daniel Schreier / Manhattan,17,1,5.8,0.3,0.6,0.5,0.1,0.1,1,0.2,0.5,0.375,0,0,0,0.2,0.5,0.6,0.2,0,0.1,0.4,0.5,0.8
0,Ethan Lasko / Manhattan,18,0,2.9,0,0.2,0,0,0.1,0,0,0.2,0,0.2,0.2,0.75,0.1,0.3,0.4,0.1,0,0,0.3,0.2,0.2
0,Matt Maloney / Manhattan,1,0,2,1,2,0.5,0,0,0,1,2,0.5,0,0,0,0,0,0,0,0,0,0,0,3
0,Jesse Boyce / Manhattan,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,Kevin Salis / Manhattan,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
0,Brian Parker / Marist,31,31,28.5,5.5,11.4,0.489,5.1,10.1,0.51,0.4,1.3,0.325,3.4,5.6,0.603,0.6,3.3,3.8,3.5,0.6,0.1,3.2,1.9,14.9
0,Ryan Funk / Marist,30,2,27.7,3.6,8.7,0.414,1,2,0.475,2.6,6.7,0.395,1.8,2,0.917,0.2,2.7,2.9,0.4,0.5,0.2,0.6,1.7,11.7
0,Isaiah Lamb / Marist,31,30,24.5,2.6,6.1,0.421,1.5,3,0.479,1.1,3.1,0.365,1.2,2,0.623,1.3,3.4,4.7,0.8,0.8,0.2,0.9,2.1,7.5
0,David Knudsen / Marist,31,31,20.3,2.6,6,0.433,1.1,2.1,0.508,1.5,3.9,0.393,0.5,0.6,0.895,0.5,2.1,2.5,1,0.6,0.1,0.7,1.3,7.3
1,Aleksandar Dozic / Marist,31,1,16.7,2.6,5.7,0.461,1.8,3.3,0.549,0.8,2.5,0.342,0.8,1,0.839,0.8,2.7,3.5,1.9,0.5,0.5,1.5,2.1,7
0,Darius Hines / Marist,31,29,26.9,2.3,5.7,0.409,1.6,3.6,0.442,0.7,2,0.349,1.4,1.6,0.824,0.1,1.5,1.6,1.8,0.8,0.1,1.5,1.8,6.7
0,Austin Williams / Marist,31,1,16.4,1.8,3.4,0.524,1.7,3.2,0.53,0.1,0.2,0.4,0.8,1.7,0.491,0.7,1.7,2.4,1.1,0.7,0.1,1.5,2.2,4.5
0,Matthew Herasme / Marist,31,0,17.5,0.9,2.5,0.382,0.7,1.2,0.595,0.2,1.3,0.179,1,1.3,0.732,0.7,2.2,2.9,0.5,0.6,0,0.5,1.5,3.1
1,Tobias Sjoberg / Marist,31,30,14.5,1,2,0.508,1,2,0.508,0,0,0,0.5,0.8,0.64,1.4,1.6,3,0.8,0.3,0.3,0.8,2.3,2.5
1,Luke Nedrow / Marist,29,0,9.2,0.9,1.9,0.464,0.4,0.8,0.542,0.4,1.1,0.406,0.2,0.4,0.5,0.5,1,1.4,0.5,0.1,0.2,0.7,2,2.4
0,Ryan Carmello / Marist,10,0,1.8,0.3,0.3,1,0.3,0.3,1,0,0,0,0.2,0.3,0.667,0,0.1,0.1,0,0,0,0.2,0.1,0.8
0,Tucker Lee / Marist,7,0,1.3,0,0.3,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0.1,0,0.1,0,0
0,Michael Servetas / Marist,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0,0,0,0,0,0
1,Marvin Prochet / Niagara,29,29,32.2,5.2,12.3,0.421,2.6,6.1,0.421,2.6,6.1,0.421,2.8,4,0.696,1.7,5.6,7.3,1.7,0.7,0.8,1.7,1.8,15.7
1,Dominic Robb / Niagara,32,29,24.4,4.2,7.8,0.538,4,7.2,0.559,0.2,0.6,0.3,2.1,2.8,0.733,1.4,3.3,4.8,0.7,0.4,2.2,1.2,2,10.6
0,James Towns / Niagara,32,27,28.9,3.3,8.7,0.379,2.6,6.5,0.406,0.7,2.2,0.3,3.3,4,0.814,0.7,2.8,3.5,3.4,0.5,0,2.2,1.2,10.5
0,Raheem Solomon / Niagara,32,5,18.6,2.5,6.4,0.383,0.9,2.3,0.387,1.6,4.1,0.382,1.3,1.7,0.811,0.8,1.5,2.3,0.7,0.4,0.2,1.3,2,7.8
0,Keleaf Tate / Niagara,32,27,23.4,2.5,7.7,0.32,1.3,3.7,0.364,1.1,4,0.279,0.9,1.2,0.737,0.8,2.3,3.1,1,0.6,0,1.4,1.3,6.9
0,Chris Barton / Niagara,32,31,24.1,2.2,5.4,0.397,1.6,3.3,0.476,0.6,2.2,0.275,1.7,2.6,0.663,0.8,1.9,2.8,1.3,0.3,0,1.6,2.2,6.6
0,Marcus Hammond / Niagara,32,4,19.4,1.8,3.8,0.48,0.7,1.7,0.426,1.1,2.2,0.522,1,1.2,0.842,0.5,1.6,2,1.3,0.4,0.1,0.8,1.3,5.8
1,Greg King / Niagara,32,5,15.3,1.9,3.5,0.549,1.9,3.5,0.549,0,0,0,0.7,1.3,0.524,1.1,3.2,4.3,0.3,0.3,0.5,1.2,2,4.6
