Position,Name-Team,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
0,DeRias Johnson / Southern,17,2,12.8,1.1,2.9,0.36,0.5,1.5,0.36,0.5,1.5,0.36,0.5,1.3,0.364,0.5,1.4,1.8,1.2,0.5,0.1,1.4,1.5,3.1
0,Marcel Burton / Southern,16,0,6.7,0.8,1.9,0.387,0.3,0.7,0.455,0.4,1.3,0.35,0.3,0.3,1,0.3,0.3,0.6,0.5,0.1,0,0.6,0.9,2.2
1,Mubashar Ali / Southern,2,0,6.5,1.5,2.5,0.6,1.5,2.5,0.6,0,0,0,1,2.5,0.4,0.5,0.5,1,0,0,0,0.5,1,4
1,Trevor Blackmon / Southern,6,1,3.5,0,0.5,0,0,0.2,0,0,0.3,0,0.2,0.5,0.333,0,0,0,0.3,0.2,0,0.7,0.7,0.2
0,LaQuentin Collins / Southern,1,0,18,0,1,0,0,0,0,0,1,0,0,2,0,0,0,0,0,1,0,1,0,0
0,Torrey Mayo / Southern,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Dante Scott / Mississippi Valley State,31,26,31.8,4.6,12.1,0.383,3.4,8.5,0.399,1.3,3.6,0.345,3,4.2,0.721,1.3,3.9,5.2,1.8,0.7,0.2,1.6,2.1,13.5
0,Jordan Evans / Mississippi Valley State,32,26,28,4.1,12,0.343,2.4,7.1,0.338,1.7,4.9,0.35,2.9,3.9,0.752,0.6,2.1,2.6,1.9,0.8,0.1,1.7,2.1,12.9
1,Emmanuel Ejeh / Mississippi Valley State,32,24,22.3,2.4,5.7,0.423,2.3,5.4,0.431,0.1,0.3,0.25,1.4,2.3,0.613,2.7,5.2,7.9,1.1,0.6,0.7,1.1,2.8,6.3
0,Gregory Jones-Rollins / Mississippi Valley State,19,16,25.8,3.7,9.7,0.386,3.2,7.1,0.452,0.5,2.6,0.204,2.3,3.4,0.672,0.9,2.3,3.2,1.5,0.9,0.4,2.7,1.9,10.3
0,Michael Green / Mississippi Valley State,27,4,17.5,2.4,7.1,0.344,1.3,3.8,0.34,1.1,3.3,0.348,0.6,1,0.577,0.1,1.4,1.5,0.9,0.4,0.1,0.6,1,6.6
0,Torico Simmons / Mississippi Valley State,32,8,17.9,1.5,4,0.375,1,2.5,0.405,0.5,1.5,0.327,0.6,0.9,0.714,0.6,1.6,2.2,1.7,0.6,0,1.2,1.4,4.1
0,Tereke Eckwood / Mississippi Valley State,23,9,20.2,1.5,4.4,0.343,1.4,3.3,0.416,0.1,1.1,0.12,1.7,2.5,0.655,0.3,1.8,2.1,1.9,0.8,0,2,1.2,4.8
1,Aleksa Koracin / Mississippi Valley State,24,17,15.7,1.7,4,0.427,1.7,4,0.427,0,0,0,0.9,1.3,0.677,1.4,2.6,4,0.5,0.1,0.2,0.9,1.7,4.3
1,Kaleb Allison / Mississippi Valley State,29,2,7.9,1.1,2.1,0.5,1.1,2.1,0.5,0,0,0,0.3,0.9,0.346,1,0.7,1.7,0,0.1,0.1,0.8,1.6,2.4
1,Marcus Mitchell / Mississippi Valley State,18,5,12.1,1.4,3.4,0.419,1.3,2.9,0.462,0.1,0.6,0.2,0.8,1.6,0.517,0.6,1.9,2.6,0.4,0.6,0.6,1.1,1.6,3.8
0,Patrick Rucker / Mississippi Valley State,26,12,13,0.8,1.5,0.5,0.4,0.8,0.476,0.4,0.7,0.526,0.1,0.3,0.286,0.3,1.2,1.5,0.7,0.3,0,1,1,2
1,Lorenzo Hunt / Mississippi Valley State,25,4,8.7,0.6,1.6,0.359,0.5,1.4,0.371,0,0.2,0.25,0.4,0.8,0.526,0.5,1,1.4,0.2,0.2,0.1,0.3,1.1,1.6
1,LaCurtis Allen / Mississippi Valley State,21,5,10.2,0.7,1,0.636,0.6,1,0.619,0,0,1,0.4,0.6,0.75,0.6,0.8,1.4,0.3,0.4,0.1,0.3,1.2,1.8
0,Gregory Holloway / Mississippi Valley State,15,1,4.3,0.3,1.1,0.313,0.3,0.8,0.333,0.1,0.3,0.25,0.5,0.6,0.778,0.4,0.7,1.1,0,0,0.1,0.3,0.3,1.2
1,Fritz Lucien / Mississippi Valley State,18,0,4.3,0.2,1,0.222,0.2,0.4,0.571,0,0.6,0,0.1,0.1,1,0.2,0.4,0.6,0.2,0.2,0.1,0.2,0.6,0.5
0,Zachary Barnes / Mississippi Valley State,22,1,3.7,0,0.8,0.059,0,0.1,0,0,0.7,0.067,0.1,0.3,0.5,0,0.2,0.2,0.2,0.1,0.1,0.2,0.4,0.3
1,Marcus Roberts / Mississippi Valley State,2,0,6,0.5,1,0.5,0.5,1,0.5,0,0,0,0,1,0,1,1.5,2.5,0,0,0.5,0.5,0.5,1
1,Andre Kennedy / Alabama Am,32,29,28.2,5.2,10.7,0.487,5.2,10.4,0.495,0,0.3,0.125,2,2.9,0.681,2.1,3.9,6,0.9,0.7,0.6,2.2,2.4,12.4
0,Jalen Reeder / Alabama Am,27,20,26,3.6,9,0.405,2.5,5.2,0.475,1.1,3.7,0.307,1.2,2,0.611,0.9,2.6,3.5,1.1,0.7,0.1,1.9,1.3,9.6
1,Gerron Scissum / Alabama Am,31,22,22.1,2.8,6.6,0.422,2.6,5.9,0.446,0.1,0.6,0.2,1.2,1.8,0.655,1.6,3,4.6,1,0.5,0.5,2,2.5,6.8
0,Brandon Miller / Alabama Am,32,32,34.6,2.2,6.9,0.321,1.1,3.5,0.301,1.2,3.4,0.343,0.9,1.1,0.778,0.6,3,3.6,4.1,1.5,0,2.4,1.8,6.5
0,Tre Todd / Alabama Am,24,11,22.7,2.6,6.3,0.42,1.2,2.5,0.475,1.5,3.8,0.385,1.8,2.8,0.667,0.4,1.1,1.5,1.1,0.9,0,2.3,2.3,8.5
1,Evan Wiley / Alabama Am,31,12,19.1,2,5.4,0.373,1.1,2.7,0.398,0.9,2.7,0.349,0.3,0.4,0.75,0.8,1.6,2.4,0.8,0.6,0.1,1,1.9,5.2
0,Arthur Johnson / Alabama Am,17,9,21.6,3.2,8.5,0.382,2.2,4.8,0.463,1,3.6,0.274,1.4,2.5,0.535,0.9,2.4,3.3,1.1,1.1,0,2.2,1.9,8.8
0,Walter Jones Jr. / Alabama Am,30,15,21.2,1.8,5.2,0.35,1.3,3.1,0.415,0.5,2.1,0.254,0.4,0.8,0.48,0.6,2.4,3,1.2,1.1,0.2,1.4,3,4.6
1,Brandon Houston / Alabama Am,25,1,7.6,1,2.2,0.446,1,2,0.49,0,0.3,0.143,0.5,0.6,0.8,0.1,0.5,0.6,0.4,0.1,0,0.3,0.7,2.5
0,Brandon Wright / Alabama Am,23,2,13.3,0.9,2.2,0.4,0.7,1.6,0.444,0.2,0.6,0.286,0.4,0.8,0.474,0.6,1.1,1.7,1.2,0.5,0,0.9,1.3,2.3
0,Amari Goulbourne / Alabama Am,15,0,11.5,0.8,2.1,0.387,0.3,0.9,0.385,0.5,1.2,0.389,0.4,0.9,0.462,0.3,1,1.3,1.2,0.7,0,1,1.1,2.5
1,Shaquille Seville / Alabama Am,19,1,6.2,0.9,1.6,0.548,0.9,1.6,0.548,0,0,0,0.2,0.6,0.273,0.5,1,1.5,0,0.2,0.1,0.4,1.4,1.9
0,Brandon Powell / Alabama Am,21,6,7.4,0.3,0.8,0.375,0.3,0.6,0.462,0,0.1,0,0.2,0.5,0.5,0.3,0.4,0.8,0.1,0.5,0,0.3,0.9,0.8
0,Dennis Stallings Jr. / Alabama Am,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,Terrell Brown / New Mexico State,34,17,24.4,3.1,7.5,0.42,1.2,2.9,0.418,1.9,4.6,0.42,3.1,3.9,0.776,0.6,2.1,2.6,1.3,0.6,0,1.5,1.6,11.3
0,A.J. Harris / New Mexico State,33,31,25.5,3.5,8.3,0.423,2.1,4.1,0.515,1.4,4.2,0.336,1,1.5,0.68,0.5,1.4,1.8,3.3,0.9,0,1.6,1.6,9.5
1,Ivan Aurrecoechea / New Mexico State,32,12,16.9,3.8,6.6,0.581,3.8,6.5,0.584,0,0,0,2,2.8,0.7,2,3.2,5.3,0.7,0.3,0.2,1.2,1.3,9.6
1,Eli Chuha / New Mexico State,30,23,20.7,3.7,5.6,0.661,3.7,5.3,0.696,0,0.3,0.1,2.3,3.3,0.687,1.9,4.7,6.6,1.5,0.4,0.4,1.3,1.7,9.7
0,JoJo Zamora / New Mexico State,35,16,15.5,2.6,6.3,0.416,1.3,2.7,0.469,1.3,3.6,0.376,0.9,1.2,0.732,0.5,1.1,1.6,0.9,0.3,0.1,0.9,1.2,7.5
0,Trevelin Queen / New Mexico State,25,0,15.2,3,6.3,0.475,1.9,3.1,0.603,1.1,3.2,0.35,0.6,1,0.615,1.3,1.6,2.9,1.7,1,0.8,0.7,1.3,7.8
1,Johnny McCants / New Mexico State,31,3,18.1,2.4,3.6,0.667,2.1,2.6,0.78,0.3,0.9,0.345,1.1,2.2,0.507,2,2.8,4.8,0.6,0.4,0.8,1.1,2.2,6.2
0,Clayton Henry / New Mexico State,35,25,15.1,1.9,4.7,0.411,0.7,1.1,0.641,1.2,3.5,0.339,0.4,0.6,0.667,1,2.3,3.2,0.7,0.2,0.1,0.6,1,5.4
1,C.J. Bobbitt / New Mexico State,35,30,14.7,1.6,3.8,0.417,0.8,1.4,0.54,0.8,2.3,0.341,0.7,1.1,0.605,0.8,1.7,2.5,0.9,0.3,0.1,0.7,1.8,4.6
1,Mohamed Thiam / New Mexico State,25,2,11.6,1.6,4.2,0.39,0.9,1.6,0.564,0.8,2.6,0.288,0.5,0.7,0.667,1.4,2.4,3.8,0.2,0.4,0.2,0.9,1.2,4.5
0,Jabari Rice / New Mexico State,31,5,10.9,1,3.1,0.326,0.7,1.4,0.523,0.3,1.6,0.157,1.1,1.7,0.654,0.8,1.4,2.2,0.8,0.5,0.2,0.5,1.5,3.4
0,Keyon Jones / New Mexico State,29,6,10.9,1,2.8,0.358,0.3,0.8,0.435,0.7,2,0.328,0.3,0.6,0.625,0.6,1.7,2.3,0.7,0.3,0.1,0.6,1.4,3
0,Shunn Buchanan / New Mexico State,35,5,16.5,0.5,2,0.254,0.3,1,0.278,0.2,1,0.229,0.8,1.2,0.69,0.1,1.5,1.6,2.5,0.6,0.1,1.1,1.7,2.1
1,Berrick JeanLouis / New Mexico State,15,0,6.1,0.9,2.3,0.412,0.7,1,0.733,0.2,1.3,0.158,0.3,0.5,0.5,0.3,0.5,0.9,0.3,0.1,0.1,0.4,0.5,2.3
1,Robert Brown / New Mexico State,8,0,6.4,1.3,1.8,0.714,1.3,1.8,0.714,0,0,0,1,1.3,0.8,0.4,0.4,0.8,0,0.1,0.1,0.3,1.1,3.5
0,Jake Toolson / Utah Valley,35,35,33.3,5.4,10,0.537,3.4,5.6,0.607,2,4.4,0.448,2.9,3.5,0.851,0.9,3.6,4.5,2.3,0.5,0.2,2.4,1.7,15.7
0,Conner Toolson / Utah Valley,32,32,31.9,4.8,11.1,0.435,2.8,5.1,0.537,2.1,5.9,0.347,1.5,1.9,0.783,0.4,2.8,3.2,1,1.5,0.3,1.2,2,13.2
0,Ben Nakwaasah / Utah Valley,35,23,25.1,2.8,6.9,0.399,1.4,3.3,0.41,1.4,3.6,0.389,1.6,2.3,0.7,0.1,2.8,2.9,3.2,0.6,0.1,2.1,1.4,8.5
1,Baylee Steele / Utah Valley,35,34,20.1,2.9,4.9,0.594,2.8,4.7,0.604,0.1,0.2,0.333,2.6,3.5,0.754,2.3,4.9,7.2,0.6,0.4,0.4,1.3,2.3,8.5
0,Isaiah White / Utah Valley,33,32,25,2.8,6.6,0.42,1.8,4.2,0.438,1,2.5,0.39,2,3,0.65,1.2,3.2,4.4,0.9,0.8,0.6,1.5,2.1,8.5
0,TJ Washington / Utah Valley,35,16,23.4,2.5,5.8,0.433,1.9,4.1,0.448,0.7,1.7,0.397,2,2.9,0.703,0.1,2,2.2,3.9,1,0,3,2.5,7.7
1,Richard Harward / Utah Valley,29,0,14.3,2.6,4,0.641,2.6,4,0.641,0,0,0,1.8,2.9,0.639,1.7,3.3,5,0.5,0.1,0.6,0.6,1.7,7
1,Connor MacDougall / Utah Valley,21,1,15.1,3.3,4.8,0.683,3.3,4.8,0.683,0,0,0,1.9,2.7,0.684,1.1,1.6,2.7,0.9,0.2,0.4,1.1,2.5,8.4
1,Wyatt Lowell / Utah Valley,35,2,15.6,1.6,4,0.41,0.5,0.9,0.533,1.2,3.1,0.376,0.2,0.3,0.7,0.3,2.2,2.6,0.5,0.5,0.2,0.9,2,4.6
0,Hayden Schenck / Utah Valley,13,0,13.5,0.5,1.2,0.467,0.5,0.8,0.7,0,0.4,0,1.6,2.2,0.75,0.8,1,1.8,1.1,0.8,0.1,0.7,1.3,2.7
0,Cache Fields / Utah Valley,10,0,2,0.1,0.8,0.125,0,0.3,0,0.1,0.5,0.2,0,0,0,0,0.1,0.1,0,0,0,0,0.3,0.3
0,Drew Cotton / Utah Valley,22,0,5,0,0.5,0.1,0,0.2,0.2,0,0.2,0,0,0.1,0,0,0.3,0.4,0.4,0.2,0,0.2,0.5,0.1
0,Carlos Johnson / Grand Canyon,34,16,24.3,4.9,10,0.49,3.9,7.1,0.556,0.9,2.9,0.327,3.6,4.6,0.781,1.4,2.7,4.1,1.6,0.9,0.1,2.7,2.6,14.3
1,Alessandro Lever / Grand Canyon,34,33,25.5,4.5,10.1,0.447,3.3,6.7,0.493,1.2,3.3,0.354,2.4,3.1,0.748,1.2,3,4.3,1.4,0.4,0.1,1.7,3.2,12.5
1,Michael Finke / Grand Canyon,31,29,26,4.5,8.3,0.539,3.3,4.7,0.705,1.1,3.5,0.318,2.1,2.5,0.81,1.9,3.2,5.1,1.4,0.3,0.1,0.9,1.7,12.1
0,Damari Milstead / Grand Canyon,34,26,28.2,3.5,8.6,0.403,2.6,6,0.431,0.9,2.6,0.337,2.5,3.3,0.752,0.5,2.1,2.6,3.6,1.4,0.1,1.9,1.5,10.3
0,Trey Drechsel / Grand Canyon,34,25,25.8,3,6.9,0.43,2.2,4.3,0.514,0.8,2.6,0.292,1.4,2.1,0.686,0.8,5,5.8,2.4,0.9,0.2,1.7,2.3,8.1
1,Oscar Frayer / Grand Canyon,33,30,25.8,2.8,6.5,0.425,1.5,2.6,0.552,1.3,3.8,0.339,0.7,1.3,0.535,1.2,3.2,4.4,1.1,0.9,0.8,1,2.1,7.5
1,Matt Jackson / Grand Canyon,29,6,17.4,1.6,3.6,0.456,1.2,2.3,0.529,0.4,1.2,0.314,0.7,1.1,0.677,0.7,2.1,2.8,1,0.2,0.3,0.6,1.5,4.3
0,Tim Finke / Grand Canyon,34,3,15.8,1.1,3.1,0.375,0.6,1.6,0.382,0.5,1.4,0.367,0.6,1.1,0.564,0.8,2.1,2.9,0.9,0.4,0.1,0.6,1.1,3.5
0,Gerard Martin / Grand Canyon,20,2,18.4,1.4,2.8,0.491,0.8,1.3,0.6,0.6,1.5,0.4,0.5,0.6,0.833,0.5,2,2.4,1.4,0.9,0.3,0.9,2.1,3.8
1,Roberts Blumbergs / Grand Canyon,21,0,10.6,1.1,2.7,0.429,0.8,1.2,0.654,0.3,1.4,0.233,0.5,0.6,0.846,0.5,1.6,2.1,0.3,0.4,0.6,0.6,1.1,3.1
1,Raef Gerdes / Grand Canyon,7,0,3.4,0.4,1.1,0.375,0,0.1,0,0.4,1,0.429,0.3,0.6,0.5,0,0,0,0.3,0,0,0,0,1.6
0,Quinn Smith / Grand Canyon,2,0,2,0,0.5,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
1,Terry Winn / Texas Pan American,37,37,29.6,4.5,10.1,0.445,4.5,9.7,0.458,0,0.4,0.077,3.6,5.1,0.713,0.8,3.9,4.7,1.6,0.9,0.2,2.2,1.7,12.6
1,Lesley Varner II / Texas Pan American,37,37,26.1,4.1,8.6,0.469,3.3,6.1,0.542,0.7,2.5,0.29,2.4,3.8,0.633,2.1,3.3,5.4,1.1,1.4,0.4,1,2.4,11.2
0,Tyson Smith / Texas Pan American,37,26,24.6,3.2,8.2,0.394,1.3,2.9,0.449,1.9,5.3,0.364,2.4,2.9,0.817,0.4,1.9,2.2,1.8,1.1,0.3,1.7,3,10.8
0,Javon Levi / Texas Pan American,37,36,32.3,3.3,8.4,0.394,3,7,0.43,0.3,1.5,0.222,2.9,4.4,0.667,0.8,3.1,3.9,5.7,2.9,0.1,2,2.4,9.9
0,Jordan Jackson / Texas Pan American,37,30,21.9,3.1,6.6,0.473,2.4,4.4,0.537,0.7,2.1,0.342,1.9,2.7,0.713,0.7,2.1,2.8,1.1,1.3,0.5,1.5,2.6,8.9
0,Greg Bowie / Texas Pan American,35,5,23.6,2.8,7.1,0.392,1.2,2.8,0.434,1.6,4.3,0.364,1.5,1.9,0.776,0.3,1.9,2.2,1.1,0.4,0.1,1.7,1.8,8.7
1,Solomon Hainna / Texas Pan American,35,7,18.3,1,2.9,0.356,1,2.7,0.366,0.1,0.2,0.25,1.7,2.2,0.753,1.1,1.8,2.9,0.5,0.6,0.4,0.6,2.4,3.8
1,John Crnogorac / Texas Pan American,34,1,8.4,0.8,2.1,0.37,0.6,1.7,0.379,0.1,0.4,0.333,0.3,0.5,0.688,0.7,1.2,1.9,0.1,0.2,0.4,0.6,1.3,2.1
1,Ndene Gueve / Texas Pan American,21,5,11.3,1.3,3,0.438,1.3,3,0.438,0,0,0,0.3,0.6,0.462,0.9,1.8,2.7,0.3,0.3,0.5,0.8,2.2,3
0,Uche Dibiamaka / Texas Pan American,30,0,9.9,0.7,2.1,0.328,0.6,1.3,0.45,0.1,0.8,0.125,0.3,0.5,0.643,0.2,0.8,1,0.5,0.2,0.2,0.5,1.2,1.8
1,Isaiah Fontaine / Texas Pan American,28,1,5.8,0.4,1.1,0.387,0.4,1.1,0.387,0,0,0,0.4,1,0.379,0.7,0.8,1.4,0.1,0.1,0.4,0.5,1.4,1.3
0,Marlon Williams / Texas Pan American,8,0,3.1,0,0.8,0,0,0.3,0,0,0.5,0,0.4,1,0.375,0.3,0.3,0.5,0.4,0.3,0,0,0.1,0.4
0,Quinton Johnson II / Texas Pan American,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
0,Jarkell Joiner / Cal State Bakersfield,34,34,32.2,6.1,13.6,0.451,4.6,9.6,0.485,1.5,4,0.37,1.9,2.7,0.71,1.2,2.4,3.6,1.4,1.1,0.1,1.3,2.1,15.6
0,Rickey Holden / Cal State Bakersfield,34,32,30.4,3.5,9,0.387,2.1,5.7,0.378,1.3,3.3,0.402,2.6,3.1,0.857,0.4,1.9,2.3,3.7,1.1,0.1,2.1,2.1,10.9
0,Justin Edler-Davis / Cal State Bakersfield,34,27,24.4,2.9,7.4,0.386,1.8,4.1,0.446,1,3.3,0.313,1.9,2.5,0.756,1.6,2.6,4.3,1,0.9,0.2,1.4,2.5,8.6
0,Damiyne Durham / Cal State Bakersfield,28,3,24.5,3.7,10.9,0.341,1.5,3.7,0.417,2.2,7.2,0.302,0.4,0.6,0.75,0.6,2.6,3.2,1.1,0.8,0.1,1,1.1,10
1,James Suber / Cal State Bakersfield,34,33,24.3,2.2,3.9,0.571,2.2,3.9,0.576,0,0,0,2.1,3.5,0.588,3.7,4.4,8.1,0.4,0.5,0.7,1.2,3,6.5
0,Greg Lee / Cal State Bakersfield,34,25,15,2.4,5.3,0.459,2,3.9,0.511,0.5,1.5,0.32,0.4,0.5,0.813,1.1,2.1,3.3,0.9,0.1,0.2,1.4,2.9,5.7
1,Taze Moore / Cal State Bakersfield,30,4,18.1,2.5,5.9,0.429,2.2,4.4,0.5,0.3,1.5,0.222,1,1.5,0.644,1.1,1.9,3,1.8,1.4,0.7,1.6,2.7,6.4
0,Justin McCall / Cal State Bakersfield,32,9,12.6,1.4,2.7,0.517,1.4,2.6,0.537,0,0.2,0.2,0.9,1.4,0.636,1,1.4,2.4,0.4,0.4,0.4,0.7,1.3,3.7
1,Darrin Person Jr. / Cal State Bakersfield,30,0,8.4,0.8,1.7,0.48,0.8,1.7,0.48,0,0,0,0.7,1,0.645,0.8,0.9,1.7,0.2,0.1,0.3,0.5,2,2.3
0,Kevin McNeal / Cal State Bakersfield,30,1,8,0.8,2.2,0.364,0.7,1.8,0.4,0.1,0.4,0.182,0.2,0.6,0.294,0.5,0.7,1.2,0.2,0.2,0,0.5,0.9,1.8
1,Darius Williams / Cal State Bakersfield,30,1,7.9,0.6,1.6,0.396,0.6,1.6,0.396,0,0,0,0.3,0.9,0.37,0.6,1.1,1.6,0.2,0.1,0.3,1,1.3,1.6
1,Cartrell Thompson / Cal State Bakersfield,18,0,5.3,0.4,0.4,0.875,0.4,0.4,0.875,0,0,0,0.2,0.4,0.375,0.3,0.4,0.8,0.1,0.1,0.2,0.4,1.2,0.9
0,Jeremiah Dickerson / Cal State Bakersfield,17,0,4.1,0.2,0.4,0.5,0.2,0.3,0.6,0,0.1,0,0.3,0.6,0.5,0.1,0,0.1,0.4,0.2,0,0.1,0.6,0.6
1,Bray Barnes / Cal State Bakersfield,15,1,3.6,0.2,0.9,0.214,0.1,0.3,0.4,0.1,0.6,0.111,0.1,0.2,0.333,0.3,0.2,0.5,0.1,0,0,0.2,0.5,0.5
0,Milan Acquaah / California Baptist,31,30,32.1,6.2,14.8,0.415,3.7,8.3,0.447,2.5,6.5,0.374,4.2,4.9,0.85,0.7,4.4,5,3.4,1.6,0.1,3.3,2.6,19
0,Jordan Heading / California Baptist,31,30,32.4,5.6,12.3,0.461,3.7,6.9,0.537,1.9,5.4,0.361,2,2.4,0.827,0.5,3.4,3.9,2.6,0.6,0,2.8,2.3,15.2
1,De'Jon Davis / California Baptist,30,29,29.4,3.5,7.2,0.491,3.2,5.9,0.537,0.4,1.3,0.282,2.8,3.5,0.81,2.8,6.3,9.2,0.5,0.5,0.4,1.6,2.7,10.3
0,Ty Rowell / California Baptist,31,0,22.8,2.5,5.9,0.418,0.7,1.4,0.488,1.8,4.5,0.396,1,1.2,0.838,0.3,1.5,1.7,0.8,0.4,0,1,1.5,7.7
0,Jeremy Smith / California Baptist,31,23,21.2,2.4,5.7,0.421,1.2,2.9,0.416,1.2,2.9,0.427,0.9,1,0.844,0.4,1.5,1.9,1.6,0.6,0.1,0.7,1.4,6.9
1,Mike Henn / California Baptist,30,24,22.8,2.3,5.6,0.411,1.4,2.4,0.577,0.9,3.2,0.289,0.9,1.2,0.703,1,3.1,4.1,0.9,0.2,0.1,0.8,2.8,6.4
1,Zach Pirog / California Baptist,31,3,14.6,1.8,2.9,0.615,1.8,2.9,0.622,0,0,0,1.3,1.9,0.672,1.6,2.8,4.4,0.2,0.1,1.6,0.6,3.3,4.9
1,Glenn Morison / California Baptist,28,8,11.1,1.1,1.9,0.604,1.1,1.9,0.604,0,0,0,0.8,1.3,0.583,1.3,1.5,2.8,0.2,0.2,0.3,0.5,2,3
0,Marquise Mosley / California Baptist,28,1,11.2,0.9,2.4,0.373,0.7,1.6,0.455,0.2,0.8,0.217,0.6,0.7,0.8,0.2,0.7,0.9,1,0.4,0,0.6,0.9,2.5
1,Bul Kuol / California Baptist,10,7,22.9,2.1,4.2,0.5,1.1,1.7,0.647,1,2.5,0.4,1.1,1.6,0.688,0.4,2,2.4,0.5,0.7,0.1,1.2,2.1,6.3
0,Jordan Gonzalez / California Baptist,7,0,3.9,0.3,1.9,0.154,0,0.4,0,0.3,1.4,0.2,0.6,0.7,0.8,0,0.4,0.4,0,0.1,0,0.3,0.4,1.4
0,Micah Robinson / California Baptist,9,0,4.1,0.3,1,0.333,0.1,0.1,1,0.2,0.9,0.25,0.2,0.2,1,0,0.7,0.7,0,0.3,0.1,0,0.7,1.1
0,Terrell Brown / Seattle,33,28,33.4,5.5,12,0.455,5,10.7,0.472,0.4,1.3,0.318,2.7,4,0.682,1.4,5.4,6.8,4.5,1.1,0.3,2.4,2.7,14.1
0,Morgan Means / Seattle,33,33,35.3,4.3,11,0.393,2.5,5.9,0.413,1.9,5.1,0.369,3.5,4.1,0.852,0.7,3.7,4.3,3,1.2,0,2.4,3.5,14
1,Myles Carter / Seattle,33,33,29.5,4.9,10.4,0.477,4.8,9.9,0.48,0.2,0.5,0.4,2.8,4.6,0.623,2.3,5.5,7.9,0.5,0.2,1.8,2.2,3.7,12.9
0,Delante Jones / Seattle,26,23,28.8,4.2,10.6,0.395,2.6,6,0.432,1.6,4.7,0.347,2,2.6,0.779,0.9,2.2,3,1.2,0.4,0.3,2,2,12
0,Matej Kavas / Seattle,24,16,23.1,3.4,7.5,0.458,1.6,3.5,0.458,1.8,4,0.458,1.6,2,0.792,0.6,4,4.6,0.7,0.3,0,0.8,1.4,10.3
0,Riley Grigsby / Seattle,30,7,17.2,1.5,3.2,0.479,1.2,2.2,0.561,0.3,1,0.3,0.9,1.3,0.718,0.6,1.9,2.6,0.5,0.3,0.7,0.6,2.5,4.3
0,Mattia Da Campo / Seattle,31,15,18.6,1.2,2.3,0.514,0.9,1.7,0.528,0.3,0.6,0.474,1.1,1.6,0.667,2.1,2.3,4.3,0.8,0.3,0,1,1.6,3.8
0,Aaron Nettles / Seattle,29,3,12.7,1,2.1,0.468,0.2,0.4,0.583,0.8,1.7,0.44,0.3,0.5,0.714,0.1,0.6,0.6,0.4,0.6,0,0.4,1.3,3.1
1,Anand Hundal / Seattle,25,5,8.3,0.9,1.9,0.468,0.5,0.6,0.75,0.4,1.2,0.323,0.1,0.2,0.5,0.6,1.2,1.8,0.2,0.2,0.6,0.3,1.2,2.3
0,Trey Hopkins / Seattle,18,2,7.6,0.9,2.2,0.425,0.8,1.3,0.583,0.2,0.9,0.188,0.2,0.3,0.6,0.6,0.6,1.2,0.2,0.1,0,0.4,0.8,2.2
0,Ian Burke / Seattle,21,0,8.4,0.4,1.2,0.36,0,0.2,0.2,0.4,1,0.4,0.3,0.6,0.583,0.2,1,1.2,0.5,0.2,0,0.4,0.8,1.6
0,Rip Economou / Seattle,15,0,4.3,0.5,1.8,0.259,0.1,0.2,0.333,0.4,1.6,0.25,0.2,0.3,0.6,0.3,0.1,0.4,0,0,0.1,0.1,1,1.5
1,Joe Wall / Seattle,11,0,1.2,0.4,0.8,0.444,0.1,0.1,1,0.3,0.7,0.375,0,0,0,0.1,0.1,0.2,0,0,0,0,0.5,1
0,Dashawn McDowell / Seattle,3,0,11.3,1.3,3.3,0.4,1.3,3.3,0.4,0,0,0,0,0.7,0,0.7,1.3,2,0.7,0.3,0,0.7,1.3,2.7
1,Matt Vail / Seattle,9,0,1.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0,0.1,0,0.1,0
0,Xavier Bishop / Missouri Kansas City,31,31,33.8,5.2,12.2,0.427,3.2,6.6,0.49,2,5.6,0.353,3,3.8,0.797,0.5,2.2,2.7,3.8,1.1,0,2.8,2.5,15.4
0,Rob Whitfield / Missouri Kansas City,32,17,30.3,3.7,8.9,0.414,1.1,2.6,0.405,2.6,6.3,0.418,1,1.2,0.865,0.5,2.2,2.7,1.7,1.5,0.1,1.3,1.6,11
0,Brandon McKissic / Missouri Kansas City,30,28,30.4,4.1,9.1,0.453,3.2,6.3,0.503,1,2.8,0.341,1.3,2.3,0.574,0.6,2.7,3.2,2,1.4,0.2,1.6,2.8,10.5
1,Jordan Giles / Missouri Kansas City,32,21,23,2.8,5.9,0.481,2.3,4.2,0.556,0.5,1.7,0.296,2.2,3,0.74,0.8,2.3,3.1,1.3,0.7,0.5,2,2.7,8.4
