Name,Team,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Malik Miller,morgan-state,28,3,15.6,2.1,4.6,.454,2.0,4.2,.479,0.1,0.5,.231,1.3,2.0,.625,1.8,1.9,3.7,0.9,1.0,0.3,1.5,2.1,5.6
Jordan Little,morgan-state,28,14,12.4,1.8,3.5,.505,1.8,3.5,.505,0.0,0.0,,0.5,1.0,.517,1.1,2.0,3.1,0.1,0.1,0.3,0.8,2.0,4.0
Tyler Streeter,morgan-state,28,1,8.7,1.5,3.3,.457,0.9,2.0,.446,0.6,1.3,.472,0.4,0.6,.588,0.6,0.7,1.3,0.3,0.2,0.1,0.2,0.6,4.0
Antonio Gillespie,morgan-state,23,10,14.0,1.3,4.3,.296,0.3,1.0,.304,1.0,3.3,.293,0.0,0.2,.250,0.3,0.4,0.7,0.5,0.4,0.0,0.4,1.3,3.5
Lapri McCray-Pace,morgan-state,29,8,8.9,1.2,2.6,.486,1.2,2.4,.522,0.0,0.2,.000,0.6,1.2,.500,0.8,1.3,2.2,0.4,0.3,0.0,0.3,1.0,3.1
Victor Curry,morgan-state,26,9,10.3,0.8,2.2,.386,0.8,2.2,.393,0.0,0.0,.000,0.9,1.3,.686,1.1,2.0,3.1,0.2,0.7,0.2,0.7,1.6,2.6
Ranell Bell,morgan-state,2,0,2.5,0.5,1.0,.500,0.0,0.0,,0.5,1.0,.500,0.0,0.0,,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1.5
Taron Oliver Jr.,morgan-state,3,0,4.7,0.3,1.3,.250,0.3,1.3,.250,0.0,0.0,,0.0,0.0,,0.0,0.7,0.7,0.3,0.0,0.0,0.3,0.3,0.7
Kevin Larkin,delaware-state,26,23,33.6,6.2,15.7,.394,4.5,10.1,.449,1.7,5.6,.295,2.0,2.7,.754,2.5,6.3,8.8,1.7,1.5,0.2,1.8,1.6,16.0
Saleik Edwards,delaware-state,28,28,32.4,3.5,11.6,.298,1.1,3.9,.273,2.4,7.7,.312,1.2,1.6,.717,0.6,3.0,3.6,1.4,0.8,0.1,1.9,2.2,10.5
Johquin Wiley,delaware-state,31,30,34.5,3.5,10.4,.331,1.7,4.7,.372,1.7,5.7,.298,0.9,1.5,.630,0.5,2.9,3.4,4.4,2.1,0.0,2.5,1.6,9.5
D'Marco Baucum,delaware-state,17,14,25.4,2.8,7.8,.361,2.2,5.8,.388,0.6,2.1,.286,2.0,2.4,.829,2.1,2.0,4.1,0.9,0.5,0.5,1.5,2.8,8.2
Ameer Bennett,delaware-state,31,30,27.9,2.9,7.1,.407,2.7,6.0,.449,0.2,1.1,.176,2.2,3.4,.648,1.6,2.9,4.6,0.5,0.4,0.7,2.0,3.6,8.2
Jonathan Mitchell,delaware-state,31,14,22.0,2.7,7.6,.353,2.0,5.1,.401,0.6,2.5,.256,2.0,3.1,.639,2.1,3.1,5.2,0.9,1.0,0.2,1.8,2.0,8.0
Fahim Jenneto,delaware-state,13,10,20.8,2.4,5.7,.419,1.3,3.0,.436,1.1,2.7,.400,0.6,1.1,.571,0.8,2.2,3.1,0.8,0.2,0.4,1.6,3.4,6.5
Montrell Horsey,delaware-state,13,1,16.1,1.1,5.0,.215,0.7,3.7,.188,0.4,1.3,.294,1.2,1.7,.727,0.5,1.2,1.7,1.1,0.6,0.1,1.7,2.5,3.8
Ronald Lucas,delaware-state,31,2,12.8,1.2,2.6,.444,1.0,2.2,.456,0.2,0.4,.385,0.5,0.8,.615,0.6,1.5,2.1,0.2,0.3,0.5,0.9,2.6,3.0
Myles Carter,delaware-state,29,1,7.9,0.7,2.1,.311,0.4,1.4,.317,0.2,0.7,.300,0.4,0.5,.800,0.4,0.7,1.1,0.3,0.2,0.0,0.5,1.1,1.9
Justin Ryder,delaware-state,30,1,7.3,0.3,1.0,.290,0.1,0.5,.267,0.2,0.5,.313,0.0,0.1,.250,0.1,0.6,0.7,0.4,0.3,0.0,0.3,0.9,0.8
Jordan Bushrod,delaware-state,17,1,2.7,0.0,0.3,.000,0.0,0.2,.000,0.0,0.1,.000,0.1,0.2,.250,0.2,0.1,0.2,0.1,0.0,0.0,0.2,0.1,0.1
Nick McGlynn,drake,32,32,28.9,5.8,10.7,.540,5.3,8.5,.615,0.5,2.1,.235,3.2,4.2,.756,1.8,6.4,8.3,1.4,0.5,1.7,1.8,2.2,15.2
Nick Norton,drake,14,14,32.0,4.6,9.7,.478,2.4,4.0,.589,2.3,5.7,.400,2.4,2.6,.919,0.2,3.9,4.1,5.9,1.2,0.0,1.7,1.8,14.0
Brady Ellingson,drake,33,33,33.7,4.2,8.3,.502,1.7,3.0,.561,2.5,5.3,.469,1.0,1.1,.892,0.2,1.9,2.1,1.7,0.5,0.2,1.0,1.1,11.8
D.J. Wilkins,drake,31,31,32.8,3.6,9.3,.389,1.6,4.1,.389,2.0,5.2,.389,1.8,2.1,.848,0.3,2.7,3.0,2.8,0.8,0.0,2.0,2.1,11.1
Tremell Murphy,drake,33,32,26.5,4.0,7.9,.504,3.5,6.7,.520,0.5,1.2,.410,2.0,3.3,.602,1.8,4.4,6.2,1.7,0.7,0.5,2.0,2.5,10.4
Noah Thomas,drake,34,19,22.1,2.4,6.1,.398,1.6,3.3,.473,0.9,2.8,.309,1.4,1.8,.767,0.2,2.1,2.3,2.6,0.7,0.0,2.3,1.9,7.0
Anthony Murphy,drake,34,6,21.2,2.2,5.0,.444,1.6,2.7,.581,0.6,2.3,.282,1.8,2.3,.805,0.8,3.8,4.6,1.4,0.6,0.4,1.4,2.3,6.9
Garrett Sturtz,drake,31,1,18.2,1.8,3.5,.533,1.6,2.7,.595,0.2,0.7,.304,1.5,1.8,.804,0.5,2.1,2.6,1.1,0.7,0.1,1.0,1.6,5.4
Liam Robbins,drake,31,2,11.3,1.6,3.6,.442,1.5,3.2,.470,0.1,0.4,.231,0.8,1.4,.595,1.3,1.4,2.7,0.5,0.3,1.1,0.7,2.5,4.1
Antonio Pilipovic,drake,20,0,7.1,0.6,2.1,.262,0.2,0.2,.750,0.4,1.9,.211,0.0,0.0,,0.2,0.5,0.7,0.4,0.2,0.1,0.3,0.9,1.5
Samm Jones,drake,7,0,2.9,0.4,0.9,.500,0.3,0.4,.667,0.1,0.4,.333,0.0,0.0,,0.0,0.4,0.4,0.3,0.1,0.1,0.1,0.1,1.0
Connor Gholson,drake,1,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Marques Townes,loyola-il,34,34,33.7,5.6,12.1,.466,4.5,8.8,.512,1.1,3.3,.345,2.8,3.7,.762,0.5,4.5,5.0,3.6,1.1,0.2,2.2,1.4,15.3
Cameron Krutwig,loyola-il,34,34,28.2,6.2,9.9,.629,6.2,9.8,.632,0.0,0.1,.333,2.3,4.0,.578,1.6,5.5,7.2,2.4,0.6,1.0,2.1,2.0,14.8
Clayton Custer,loyola-il,34,34,33.3,3.9,9.0,.435,2.1,4.2,.503,1.8,4.8,.374,1.5,2.1,.718,0.4,1.6,2.0,2.7,1.1,0.0,1.9,1.9,11.1
Lucas Williamson,loyola-il,16,15,29.9,3.0,6.3,.480,1.4,2.3,.595,1.6,3.9,.413,1.1,1.9,.600,0.8,5.2,5.9,1.7,1.6,0.3,1.4,2.4,8.8
Aher Uguak,loyola-il,34,28,25.1,2.0,4.0,.504,1.9,3.4,.557,0.1,0.6,.200,1.7,2.4,.687,1.0,2.5,3.5,1.0,0.9,0.2,1.4,2.1,5.8
Cooper Kaifes,loyola-il,34,10,21.9,1.9,3.9,.481,0.3,0.6,.579,1.6,3.4,.465,0.4,0.5,.813,0.1,1.3,1.3,1.4,0.5,0.1,0.9,1.2,5.7
Bruno Skokna,loyola-il,32,10,19.9,1.3,3.6,.360,0.7,1.4,.523,0.6,2.2,.257,0.4,0.7,.571,0.1,1.5,1.6,0.8,0.7,0.1,0.8,0.9,3.5
Isaiah Bujdoso,loyola-il,30,3,13.2,0.8,1.8,.444,0.7,1.3,.513,0.1,0.5,.267,0.4,0.6,.632,0.2,0.9,1.1,0.7,0.7,0.0,0.7,1.3,2.1
Franklin Agunanne,loyola-il,33,0,6.8,0.8,1.5,.521,0.8,1.5,.521,0.0,0.0,,0.4,0.6,.632,0.2,1.6,1.8,0.1,0.2,0.5,0.8,1.6,1.9
Christian Negron,loyola-il,29,2,6.6,0.8,1.5,.523,0.8,1.5,.523,0.0,0.0,,0.3,0.5,.667,0.4,1.6,2.0,0.3,0.2,0.1,0.5,0.9,1.9
Jake Baughman,loyola-il,14,0,1.6,0.1,0.2,.333,0.1,0.1,.500,0.0,0.1,.000,0.2,0.6,.375,0.1,0.2,0.3,0.1,0.0,0.0,0.1,0.0,0.4
Will Alcock,loyola-il,8,0,1.6,0.0,0.1,.000,0.0,0.0,,0.0,0.1,.000,0.1,0.3,.500,0.1,0.1,0.3,0.0,0.0,0.0,0.0,0.0,0.1
Dylan Boehm,loyola-il,3,0,1.3,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Armon Fletcher,southern-illinois,23,22,33.1,5.9,11.4,.513,4.2,7.5,.564,1.7,4.0,.418,3.1,4.2,.742,1.9,4.2,6.1,1.5,1.4,0.3,2.0,2.1,16.5
Kavion Pippen,southern-illinois,32,30,24.1,5.7,10.2,.560,5.7,10.1,.562,0.0,0.1,.333,1.4,2.0,.714,1.5,4.1,5.6,1.6,0.7,2.0,2.4,2.8,12.8
Sean Lloyd,southern-illinois,32,32,31.4,3.6,7.8,.462,2.5,4.9,.506,1.1,2.9,.387,2.5,3.5,.717,1.0,3.3,4.3,1.4,0.8,0.3,2.2,2.3,10.9
Aaron Cook,southern-illinois,32,32,32.8,3.5,8.9,.396,2.3,5.3,.429,1.3,3.6,.348,2.2,3.3,.651,0.5,1.9,2.4,3.7,1.3,0.3,2.5,1.6,10.5
Eric McGill,southern-illinois,30,23,30.5,3.2,6.9,.471,2.1,4.0,.521,1.2,2.9,.402,1.8,2.7,.679,1.3,4.4,5.7,2.4,1.6,0.0,1.4,2.0,9.5
Marcus Bartley,southern-illinois,32,17,24.1,1.7,4.3,.387,0.4,0.9,.448,1.3,3.4,.370,0.5,0.8,.708,0.1,1.8,1.9,2.4,0.6,0.1,1.5,2.3,5.1
Thik Bol,southern-illinois,29,2,12.8,1.6,3.7,.421,1.5,3.7,.415,0.0,0.0,1.000,0.3,0.8,.455,0.8,2.2,3.0,0.2,0.1,1.1,0.8,1.3,3.5
Darius Beane,southern-illinois,32,0,15.4,1.0,2.5,.395,0.6,1.4,.455,0.4,1.2,.324,0.6,0.8,.741,0.9,1.9,2.8,0.8,0.6,0.1,0.8,0.4,3.0
Rudy Stradnieks,southern-illinois,21,1,6.9,1.0,1.9,.550,0.9,1.4,.655,0.1,0.5,.273,0.3,0.6,.500,0.4,0.7,1.1,0.2,0.0,0.2,0.8,1.0,2.5
Brendon Gooch,southern-illinois,16,1,7.3,0.4,1.6,.280,0.0,0.1,.000,0.4,1.5,.292,0.1,0.3,.400,0.3,1.0,1.3,0.3,0.1,0.1,0.3,0.1,1.4
Tulio Da Silva,missouri-state,27,26,32.1,5.6,10.0,.554,4.9,8.3,.591,0.6,1.7,.370,2.5,3.9,.654,2.3,5.1,7.4,0.7,1.0,0.8,2.0,2.6,14.3
Jarred Dixon,missouri-state,32,30,31.1,4.7,10.5,.445,3.2,6.2,.523,1.4,4.3,.333,2.4,3.2,.738,0.6,2.0,2.6,1.4,1.2,0.1,1.2,2.5,13.1
Keandre Cook,missouri-state,32,24,29.1,4.2,9.7,.437,2.7,5.6,.483,1.5,4.0,.372,2.9,3.9,.738,1.0,3.3,4.3,0.7,0.9,0.4,2.5,2.1,12.8
Ryan Kreklow,missouri-state,32,26,27.5,2.5,5.8,.430,0.8,1.8,.466,1.7,4.0,.414,1.3,1.7,.774,0.3,2.8,3.0,1.2,1.1,0.3,1.8,2.7,7.9
Josh Webster,missouri-state,32,30,32.1,2.7,6.5,.415,2.3,5.0,.463,0.4,1.5,.255,2.0,2.6,.774,0.7,2.6,3.3,5.1,1.1,0.7,1.7,1.9,7.8
Obediah Church,missouri-state,11,11,26.5,2.7,4.5,.600,2.6,4.3,.617,0.1,0.3,.333,0.8,1.7,.474,1.2,3.7,4.9,1.9,1.4,1.5,2.3,1.8,6.4
Kabir Mohammed,missouri-state,31,2,15.0,1.8,4.2,.431,1.7,3.7,.461,0.1,0.5,.200,1.6,2.6,.605,1.6,2.3,3.9,0.4,0.4,0.3,0.6,1.8,5.3
Szymon Wojcik,missouri-state,14,9,14.9,1.9,4.8,.403,1.2,2.0,.607,0.7,2.8,.256,0.7,0.8,.909,0.6,2.8,3.4,0.3,0.3,0.9,1.4,2.1,5.3
Jared Ridder,missouri-state,23,2,18.8,1.7,4.7,.374,0.6,1.1,.560,1.1,3.6,.317,0.5,1.0,.522,0.3,1.5,1.8,0.6,0.5,0.4,0.3,0.8,5.1
Ross Owens,missouri-state,16,0,4.0,0.4,0.9,.467,0.1,0.1,1.000,0.3,0.8,.385,0.2,0.4,.500,0.3,0.3,0.6,0.4,0.3,0.0,0.1,0.4,1.4
Jan Wojcik,missouri-state,18,0,6.2,0.4,0.9,.500,0.3,0.4,.714,0.2,0.5,.333,0.3,0.6,.545,0.1,0.8,0.9,0.2,0.4,0.2,0.4,1.2,1.4
Darian Scott,missouri-state,22,0,6.8,0.3,1.0,.286,0.3,1.0,.286,0.0,0.0,,0.1,0.3,.333,0.5,0.5,1.0,0.2,0.1,0.3,0.4,1.1,0.6
Darrell Brown,bradley,35,34,33.7,4.7,11.9,.394,2.4,6.8,.357,2.3,5.1,.444,3.1,4.3,.738,0.2,1.7,1.9,3.2,0.9,0.1,2.4,2.1,14.8
Elijah Childs,bradley,35,34,29.5,5.3,11.2,.471,4.9,9.6,.509,0.4,1.6,.236,1.5,2.3,.659,1.8,5.9,7.8,1.0,0.8,1.4,1.9,2.5,12.4
Nate Kennell,bradley,35,11,27.8,3.2,7.5,.428,1.4,2.9,.471,1.9,4.6,.401,1.0,1.5,.654,0.2,2.2,2.4,1.9,0.6,0.2,1.0,2.5,9.3
Dwayne Lautier-Ogunleye,bradley,35,35,29.7,2.4,5.9,.410,1.5,3.4,.425,0.9,2.4,.388,3.0,4.0,.750,1.3,4.2,5.5,2.2,0.7,0.1,1.8,2.4,8.7
Koch Bar,bradley,35,18,17.8,1.9,3.6,.528,1.9,3.6,.528,0.0,0.0,,1.8,2.5,.736,1.8,2.6,4.3,0.5,0.3,0.8,1.5,1.8,5.7
Luuk van Bree,bradley,32,17,18.4,2.1,5.1,.420,1.3,2.7,.477,0.8,2.4,.355,0.6,0.7,.783,1.2,2.8,4.0,0.5,0.3,0.4,0.5,1.6,5.7
Ja'Shon Henry,bradley,29,0,12.1,1.6,3.0,.529,1.5,2.8,.550,0.1,0.2,.286,1.0,1.8,.528,1.1,1.3,2.4,0.2,0.5,0.3,0.8,1.4,4.2
Luqman Lundy,bradley,27,20,18.2,1.4,2.9,.500,1.0,1.7,.600,0.4,1.2,.364,0.6,0.9,.680,0.2,1.6,1.8,1.8,0.7,0.2,0.8,1.4,4.0
Antoine Pittman,bradley,19,3,12.5,1.2,3.1,.390,1.0,2.1,.487,0.2,1.1,.200,0.4,0.8,.533,0.6,1.0,1.6,0.7,0.4,0.1,0.4,1.5,3.1
Ari Boya,bradley,13,0,7.2,0.7,1.8,.391,0.7,1.8,.391,0.0,0.0,,0.8,1.8,.417,0.6,1.1,1.7,0.2,0.2,0.7,0.6,1.3,2.2
Jayden Hodgson,bradley,21,2,12.6,0.4,1.4,.267,0.1,0.4,.333,0.2,1.0,.238,0.6,0.6,1.000,0.1,1.0,1.0,1.0,0.3,0.0,1.2,1.5,1.6
Peter Hanley,bradley,7,1,2.6,0.3,0.4,.667,0.3,0.4,.667,0.0,0.0,,0.3,0.3,1.000,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.3,0.9
Armon Brummett,bradley,24,0,5.8,0.2,1.2,.172,0.2,0.5,.385,0.0,0.7,.000,0.1,0.3,.375,0.1,0.6,0.7,0.3,0.5,0.1,0.5,0.7,0.5
Milik Yarbrough,illinois-state,33,32,29.3,6.1,13.3,.461,5.1,10.3,.496,1.0,2.9,.340,3.4,4.4,.779,1.0,5.9,6.9,3.1,0.7,0.5,4.0,2.6,16.7
Phil Fayne,illinois-state,33,33,28.9,6.0,11.1,.542,6.0,11.1,.544,0.0,0.0,.000,3.8,5.8,.653,3.0,3.3,6.3,0.8,1.1,1.2,1.7,3.3,15.9
Zach Copeland,illinois-state,32,29,28.7,3.1,9.1,.344,1.5,3.9,.379,1.7,5.2,.317,1.4,1.7,.849,0.3,2.5,2.8,3.0,0.9,0.2,2.2,2.6,9.3
Josh Jefferson,illinois-state,21,4,23.3,2.8,7.0,.397,0.8,2.1,.386,2.0,4.9,.402,1.2,1.5,.781,0.3,1.9,2.1,1.6,0.8,0.2,0.9,1.2,8.7
Keyshawn Evans,illinois-state,33,32,29.7,2.5,7.5,.335,0.8,2.5,.337,1.7,5.0,.333,1.0,1.3,.762,0.1,1.7,1.8,2.0,0.4,0.1,1.8,2.1,7.7
William Tinsley,illinois-state,31,17,21.1,1.7,4.5,.369,0.7,1.2,.583,1.0,3.4,.295,0.1,0.2,.400,0.7,3.3,4.0,0.5,0.3,0.7,0.5,1.5,4.4
Matt Chastain,illinois-state,31,15,22.2,1.4,2.6,.525,1.0,1.5,.674,0.4,1.1,.324,0.4,0.5,.706,1.1,3.1,4.2,1.2,0.4,0.3,0.7,1.6,3.5
Isaac Gassman,illinois-state,26,2,14.7,1.1,2.7,.394,0.4,1.1,.379,0.7,1.6,.405,0.3,0.3,.889,0.5,1.1,1.6,0.5,0.3,0.0,0.2,1.2,3.1
Rey Idowu,illinois-state,33,0,10.4,1.2,2.0,.597,1.2,2.0,.597,0.0,0.0,,0.5,0.8,.571,1.0,1.6,2.6,0.2,0.2,0.1,0.5,1.3,2.9
Matt Hein,illinois-state,18,1,15.2,0.5,2.1,.237,0.3,0.9,.353,0.2,1.2,.143,0.4,0.9,.500,0.1,1.4,1.4,1.5,0.6,0.1,0.8,1.9,1.6
AJ Green,northern-iowa,34,34,29.9,5.4,13.2,.410,3.3,7.2,.461,2.1,6.0,.348,2.1,2.4,.864,0.4,2.6,3.0,2.3,0.6,0.1,2.8,2.0,15.0
Wyatt Lohaus,northern-iowa,34,28,29.4,3.8,9.1,.416,2.4,5.3,.464,1.3,3.8,.349,1.5,1.9,.781,0.4,2.1,2.5,1.5,0.7,0.0,1.3,1.2,10.3
Trae Berhow,northern-iowa,34,33,26.5,2.6,6.2,.419,1.1,2.6,.443,1.4,3.6,.402,1.1,1.5,.760,1.1,5.0,6.1,0.6,0.4,0.1,1.1,2.6,7.7
Spencer Haldeman,northern-iowa,34,0,21.7,2.1,5.9,.367,0.6,1.6,.400,1.5,4.2,.354,1.7,2.0,.866,0.1,1.9,2.0,1.1,0.7,0.1,0.9,1.5,7.5
Luke McDonnell,northern-iowa,34,34,22.9,2.6,5.2,.511,2.2,4.1,.536,0.5,1.1,.421,1.7,2.7,.634,1.9,2.5,4.4,1.9,0.6,0.5,1.4,2.9,7.5
Isaiah Brown,northern-iowa,34,31,28.3,2.5,6.4,.393,1.7,3.8,.454,0.8,2.6,.303,1.4,1.8,.817,0.3,3.5,3.8,1.6,1.0,0.4,1.6,2.5,7.3
Tywhon Pickford,northern-iowa,29,4,20.0,1.5,3.4,.430,1.4,3.0,.455,0.1,0.4,.250,1.0,1.4,.667,1.1,2.6,3.7,0.9,0.3,0.1,0.8,0.7,4.0
Miles Wentzien,northern-iowa,14,6,14.6,1.1,2.5,.429,0.8,1.5,.524,0.3,1.0,.286,1.3,1.9,.692,0.8,1.6,2.4,0.9,0.2,0.1,0.9,0.7,3.7
Shandon Goldman,northern-iowa,20,0,13.8,1.1,3.3,.338,0.7,1.7,.382,0.5,1.6,.290,0.8,1.5,.552,0.9,2.3,3.2,0.6,0.1,0.5,0.9,1.9,3.5
Austin Phyfe,northern-iowa,7,0,9.6,1.1,2.1,.533,1.1,1.9,.615,0.0,0.3,.000,0.3,0.7,.400,0.7,0.9,1.6,0.9,0.3,0.0,1.0,2.3,2.6
Justin Dahl,northern-iowa,27,0,9.2,1.1,2.1,.509,1.1,2.1,.509,0.0,0.0,,0.4,0.6,.625,0.6,1.9,2.4,0.4,0.4,0.6,0.7,1.1,2.5
Lincoln Conrey,northern-iowa,7,0,2.1,0.4,1.0,.429,0.3,0.6,.500,0.1,0.4,.333,0.4,0.6,.750,0.1,0.1,0.3,0.1,0.0,0.0,0.1,0.1,1.4
Malik Haynes,northern-iowa,4,0,1.0,0.0,1.0,.000,0.0,0.5,.000,0.0,0.5,.000,0.0,0.0,,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.5,0.0
Donovan Holterhaus,northern-iowa,3,0,2.3,0.0,1.0,.000,0.0,0.3,.000,0.0,0.7,.000,0.0,0.0,,1.0,0.3,1.3,0.3,0.3,0.0,0.0,0.0,0.0
Tyreke Key,indiana-state,31,31,34.4,5.8,11.1,.525,4.5,8.0,.554,1.4,3.1,.448,4.3,5.5,.787,0.8,2.7,3.5,1.7,1.1,0.0,1.6,2.0,17.4
Jordan Barnes,indiana-state,30,29,33.1,4.5,12.0,.375,2.6,6.3,.413,1.9,5.7,.333,3.7,4.2,.866,0.5,3.6,4.1,3.2,1.2,0.1,2.6,2.1,14.6
Cooper Neese,indiana-state,23,7,24.0,2.6,6.4,.401,1.3,3.0,.429,1.3,3.3,.377,1.8,2.2,.824,0.4,2.8,3.2,1.0,0.9,0.0,1.5,1.5,8.2
Christian Williams,indiana-state,23,23,30.7,2.6,7.1,.368,2.1,5.8,.366,0.5,1.3,.379,2.2,2.7,.820,1.0,4.5,5.5,2.8,1.5,0.3,1.8,1.6,7.9
Emondre Rickman,indiana-state,31,23,16.3,2.7,5.9,.456,2.7,5.9,.456,0.0,0.0,,1.0,2.0,.484,0.9,2.6,3.5,0.4,0.4,0.9,1.4,2.6,6.3
Bronson Kessinger,indiana-state,31,5,17.0,2.7,5.3,.509,2.6,5.0,.516,0.1,0.3,.375,0.6,1.4,.465,1.1,1.8,2.8,0.4,0.5,0.4,0.8,2.9,6.1
Allante Holston,indiana-state,31,19,21.4,1.6,3.4,.472,1.5,3.1,.474,0.2,0.4,.455,0.7,1.0,.719,1.0,2.0,3.0,0.8,0.6,0.2,1.2,1.6,4.1
Clayton Hughes,indiana-state,28,9,16.5,1.6,3.7,.447,1.3,2.4,.515,0.4,1.3,.314,0.3,0.6,.471,0.3,1.6,1.9,0.9,0.3,0.2,1.2,2.7,4.0
Devin Thomas,indiana-state,17,9,12.8,1.2,2.9,.420,1.1,2.1,.500,0.2,0.8,.214,1.1,1.4,.750,0.7,2.6,3.3,0.5,0.2,0.3,1.4,1.5,3.7
Blake Brinkmeyer,indiana-state,5,0,6.2,1.0,2.2,.455,1.0,2.2,.455,0.0,0.0,,1.2,1.6,.750,0.8,1.2,2.0,0.0,0.2,0.4,0.2,0.8,3.2
De'Avion Washington,indiana-state,28,0,14.6,0.9,2.5,.357,0.4,1.0,.429,0.5,1.5,.310,0.3,0.6,.500,0.6,1.7,2.3,0.6,0.6,0.2,0.7,1.9,2.5
Marlon Taylor,indiana-state,1,0,1.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,2.0,2.0,1.000,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0
Tyeshon Martin,indiana-state,15,0,5.2,0.3,0.9,.385,0.1,0.3,.400,0.2,0.5,.375,0.2,0.5,.375,0.0,0.4,0.4,0.2,0.1,0.0,0.1,0.3,1.1
Daniel Huenermann,indiana-state,9,0,3.4,0.4,0.7,.667,0.4,0.7,.667,0.0,0.0,,0.1,0.1,1.000,0.0,0.3,0.3,0.0,0.0,0.0,0.2,0.7,1.0
Derrik Smits,valparaiso,32,25,21.7,4.7,7.9,.594,4.7,7.9,.597,0.0,0.0,.000,2.7,4.4,.613,2.0,3.7,5.7,0.8,0.4,1.0,2.0,3.0,12.2
Ryan Fazekas,valparaiso,20,20,27.2,4.0,8.6,.459,1.6,3.1,.508,2.4,5.6,.432,1.5,1.8,.806,1.1,2.7,3.8,0.9,0.3,0.2,1.0,2.5,11.8
Javon Freeman-Liberty,valparaiso,33,33,31.3,4.0,8.9,.452,3.2,6.0,.533,0.8,2.9,.289,2.1,3.1,.693,1.1,3.2,4.3,2.0,1.8,0.4,1.6,2.2,11.0
Markus Golder,valparaiso,31,17,25.1,3.4,7.9,.430,2.6,5.2,.500,0.8,2.7,.298,1.6,2.2,.750,1.3,2.5,3.8,0.9,0.8,0.2,1.1,1.6,9.2
Bakari Evelyn,valparaiso,32,14,28.7,2.8,8.5,.336,1.3,3.6,.377,1.5,4.9,.306,1.3,1.6,.769,0.3,2.1,2.4,2.1,0.6,0.1,2.0,1.9,8.4
Deion Lavender,valparaiso,33,20,28.7,3.0,6.0,.505,2.8,4.9,.558,0.3,1.1,.257,1.5,2.0,.758,0.5,4.5,5.0,3.7,0.9,0.1,2.0,0.9,7.8
Daniel Sackey,valparaiso,33,17,17.8,1.5,4.0,.361,1.2,2.8,.419,0.3,1.2,.225,0.9,1.4,.638,0.1,1.5,1.6,1.8,0.7,0.0,1.7,1.1,4.1
Jaume Sorolla,valparaiso,27,7,17.5,1.7,3.4,.511,1.7,3.3,.500,0.1,0.1,1.000,0.6,1.0,.615,1.0,2.2,3.1,0.5,0.4,1.3,1.0,2.4,4.1
Mileek McMillan,valparaiso,30,1,8.1,0.8,2.0,.383,0.4,0.9,.464,0.3,1.1,.313,0.9,1.2,.730,0.4,1.1,1.5,0.2,0.1,0.1,0.6,1.7,2.8
John Kiser,valparaiso,29,11,15.0,0.9,2.0,.431,0.7,1.2,.543,0.2,0.8,.261,0.4,0.6,.750,0.6,2.3,2.8,0.7,0.5,0.1,0.5,1.2,2.3
Langston Stalling,valparaiso,8,0,2.8,0.0,0.9,.000,0.0,0.5,.000,0.0,0.4,.000,0.5,0.5,1.000,0.1,0.4,0.5,0.1,0.0,0.1,0.0,0.4,0.5
Micah Bradford,valparaiso,1,0,3.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
K.J. Riley,evansville,32,32,32.9,3.9,9.2,.425,3.6,7.5,.481,0.3,1.7,.170,5.5,7.6,.721,0.8,4.2,5.0,3.0,1.2,0.4,3.2,3.0,13.6
Marty Hill,evansville,32,32,27.8,4.3,9.6,.451,2.5,5.2,.479,1.8,4.3,.417,1.0,1.4,.733,0.7,3.2,3.9,1.6,1.2,0.2,1.3,2.5,11.5
Shea Feehan,evansville,30,21,24.3,2.8,7.3,.384,1.0,2.4,.423,1.8,4.9,.365,2.4,2.7,.878,0.3,2.1,2.4,1.1,0.6,0.2,0.9,2.1,9.8
John Hall,evansville,32,30,28.9,3.5,7.6,.455,2.2,4.1,.538,1.3,3.5,.357,0.8,1.6,.529,0.9,5.7,6.6,1.0,0.8,0.5,1.9,1.7,9.0
Dainius Chatkevicius,evansville,29,7,16.4,2.5,5.1,.493,2.5,4.9,.507,0.0,0.2,.167,1.6,2.7,.597,1.8,2.8,4.7,0.9,0.3,1.0,1.8,2.7,6.7
Noah Frederking,evansville,32,9,20.1,2.1,4.9,.433,0.8,1.5,.551,1.3,3.4,.380,0.7,1.1,.657,0.3,1.7,2.0,0.7,0.4,0.0,0.8,1.1,6.3
