Name,Team,G,GS,MP,FG,FGA,FG%,2P,2PA,2P%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Caden Sanchez,high-point,31,0,11.6,1.4,2.8,.512,1.4,2.6,.519,0.1,0.2,.400,0.4,1.0,.406,1.2,1.4,2.5,0.2,0.1,0.5,0.9,0.9,3.3
Dexter Gooding,high-point,17,1,7.4,0.8,2.3,.359,0.1,0.2,.500,0.7,2.1,.343,0.2,0.2,1.000,0.2,0.9,1.1,0.4,0.3,0.0,0.6,1.1,2.5
Denny Slay,high-point,27,8,14.4,0.8,2.8,.293,0.6,1.4,.421,0.2,1.4,.162,0.5,0.7,.737,0.2,1.9,2.1,1.7,0.2,0.0,0.9,0.8,2.4
Rob Peterson III,high-point,25,0,9.0,0.5,1.4,.333,0.3,0.9,.304,0.2,0.5,.385,0.6,1.1,.571,0.6,1.1,1.7,0.2,0.2,0.0,0.7,1.1,1.8
Sam Berlin,high-point,23,1,5.3,0.3,0.9,.300,0.3,0.9,.300,0.0,0.0,,0.1,0.2,.400,0.4,0.8,1.3,0.1,0.0,0.3,0.3,0.8,0.6
Jermaine Marrow,hampton,35,34,36.4,7.8,18.5,.422,5.3,11.7,.453,2.5,6.8,.370,6.2,7.7,.810,0.7,3.3,4.1,4.9,1.6,0.2,3.2,3.1,24.4
Kalin Fisher,hampton,35,35,34.7,5.2,13.0,.400,3.6,7.9,.457,1.6,5.1,.311,3.8,4.7,.806,0.4,4.3,4.7,3.2,1.9,0.2,2.1,2.5,15.8
Greg Heckstall,hampton,25,17,28.7,3.2,8.6,.366,2.1,4.9,.423,1.1,3.7,.290,2.2,2.6,.862,0.8,6.6,7.4,2.7,0.6,0.4,1.4,2.4,9.6
Akim Mitchell,hampton,35,35,30.5,3.4,6.6,.513,2.4,4.1,.580,1.0,2.5,.404,1.7,2.0,.829,1.7,3.4,5.1,1.2,1.0,0.1,0.9,2.5,9.5
Trevond Barnes,hampton,35,34,23.2,3.0,5.7,.533,2.5,4.2,.603,0.5,1.5,.340,1.9,2.3,.793,1.7,4.1,5.9,0.7,0.2,1.7,1.0,3.1,8.4
JJ Watson,hampton,1,0,10.0,3.0,6.0,.500,3.0,4.0,.750,0.0,2.0,.000,1.0,1.0,1.000,1.0,4.0,5.0,3.0,1.0,0.0,2.0,4.0,7.0
Lysander Bracey,hampton,34,5,16.2,1.4,4.4,.311,0.4,1.3,.279,1.0,3.1,.324,0.7,0.8,.857,0.4,1.3,1.7,0.6,0.4,0.1,0.4,0.7,4.4
Benjamin Stanley,hampton,33,2,10.5,1.8,3.0,.590,1.8,3.0,.592,0.0,0.1,.500,0.8,1.3,.591,1.2,1.8,2.9,0.1,0.1,0.5,0.5,1.5,4.4
Dondre Griffin,hampton,26,2,10.2,1.3,3.1,.425,0.5,1.0,.480,0.8,2.1,.400,0.3,0.3,.889,0.3,0.8,1.1,0.4,0.1,0.0,0.6,1.6,3.8
Austin Colbert,hampton,10,0,12.4,0.8,1.9,.421,0.6,1.2,.500,0.2,0.7,.286,1.0,1.2,.833,0.8,2.2,3.0,0.3,0.0,0.7,1.0,2.3,2.8
Trey Carver,hampton,28,9,12.8,0.8,2.5,.324,0.7,2.2,.323,0.1,0.3,.333,0.5,0.9,.520,1.0,1.4,2.3,0.5,0.2,0.1,0.3,0.6,2.2
Eugene Marshall III,hampton,12,1,4.5,0.5,1.3,.400,0.3,0.5,.500,0.3,0.8,.333,0.3,0.3,.750,0.3,0.3,0.5,0.1,0.2,0.0,0.3,0.2,1.5
Ricquall Smoot,hampton,31,0,6.0,0.6,1.0,.633,0.6,1.0,.633,0.0,0.0,,0.1,0.2,.333,0.5,0.9,1.4,0.1,0.0,0.2,0.2,0.8,1.3
Devon Oakley,hampton,17,1,7.9,0.5,0.8,.571,0.4,0.6,.600,0.1,0.2,.500,0.2,0.4,.500,0.1,1.4,1.4,0.6,0.4,0.2,0.4,0.6,1.2
Pierre Sow,hampton,6,0,3.5,0.0,0.2,.000,0.0,0.2,.000,0.0,0.0,,0.3,0.7,.500,0.2,0.2,0.3,0.2,0.0,0.0,0.2,0.5,0.3
Jerry Carter,hampton,5,0,1.8,0.0,0.2,.000,0.0,0.0,,0.0,0.2,.000,0.0,0.0,,0.0,0.2,0.2,0.0,0.0,0.0,0.0,0.0,0.0
Isaiah Walton,longwood,15,4,28.1,5.7,13.1,.437,3.6,7.3,.495,2.1,5.9,.364,4.2,4.8,.875,0.7,5.8,6.5,2.1,1.4,0.3,4.2,2.1,17.8
Shabooty Phillips,longwood,34,34,31.3,4.4,10.8,.404,2.2,4.4,.490,2.2,6.3,.344,3.1,3.5,.890,0.3,4.4,4.7,3.8,1.0,0.0,2.4,2.4,14.0
Jaylon Wilson,longwood,23,22,24.1,3.7,9.0,.413,2.0,4.0,.495,1.7,5.0,.348,1.7,2.3,.769,0.5,1.8,2.3,1.3,0.5,0.1,0.7,1.5,11.0
JaShaun Smith,longwood,34,34,28.6,4.2,8.5,.490,2.7,4.5,.595,1.5,4.0,.372,0.8,1.4,.553,0.7,2.6,3.3,0.7,0.6,0.5,1.9,1.9,10.6
Sean Flood,longwood,33,7,21.4,1.9,4.9,.398,0.4,1.1,.361,1.5,3.8,.408,0.8,1.1,.771,0.2,2.0,2.2,1.7,0.7,0.1,1.3,1.2,6.2
Jordan Cintron,longwood,34,11,19.5,1.9,4.0,.474,1.5,2.8,.547,0.4,1.2,.310,1.7,2.6,.644,1.3,2.8,4.1,0.6,0.9,0.2,1.4,1.9,5.9
Juan Munoz,longwood,28,0,14.3,1.8,4.4,.418,0.5,1.2,.382,1.4,3.1,.432,0.8,1.0,.852,0.1,1.2,1.3,1.0,0.5,0.0,1.0,1.3,5.8
Damarion Geter,longwood,30,23,25.3,2.0,4.2,.465,1.6,3.2,.500,0.4,1.0,.355,1.0,2.0,.492,1.5,3.8,5.2,1.3,0.9,0.7,1.3,2.2,5.3
Spencer Franklin,longwood,34,26,18.6,1.5,2.8,.526,1.5,2.7,.538,0.0,0.1,.000,1.8,2.3,.772,1.6,1.9,3.6,0.4,0.4,0.4,1.0,3.2,4.7
Gus Okafor,longwood,26,0,10.4,1.0,3.4,.303,0.5,1.2,.400,0.6,2.3,.254,0.6,1.0,.615,0.8,1.5,2.3,0.3,0.3,0.1,0.8,0.8,3.3
Pernell Adgei,longwood,26,8,10.8,0.6,1.4,.432,0.6,1.4,.432,0.0,0.0,,0.6,1.0,.556,1.0,1.8,2.7,0.4,0.3,0.0,0.5,2.0,1.8
Kamil Chapman,longwood,19,1,6.7,0.4,2.3,.182,0.1,0.4,.125,0.4,1.9,.194,0.3,0.3,.833,0.0,0.4,0.4,0.5,0.1,0.0,0.3,0.8,1.5
Michael Smith,longwood,8,0,1.6,0.1,0.3,.500,0.0,0.1,.000,0.1,0.1,1.000,0.0,0.0,,0.0,0.0,0.0,0.1,0.0,0.0,0.3,0.1,0.4
Joey Lipp,longwood,8,0,1.1,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.1,.000,0.1,0.1,0.3,0.0,0.0,0.0,0.3,0.3,0.0
Devon Baker,north-carolina-asheville,31,31,33.9,5.9,14.8,.397,4.7,10.9,.431,1.2,3.8,.303,3.2,3.9,.817,1.0,1.7,2.7,3.0,1.5,0.2,2.9,1.8,16.1
Tajion Jones,north-carolina-asheville,31,26,31.7,3.9,9.6,.403,2.4,4.4,.551,1.5,5.2,.278,1.0,1.5,.689,1.1,2.1,3.2,1.2,1.1,0.3,1.7,1.4,10.2
Coty Jude,north-carolina-asheville,31,31,27.0,2.9,7.2,.408,0.7,2.0,.371,2.2,5.2,.422,1.4,1.8,.737,0.8,2.4,3.3,0.8,0.8,0.4,1.4,2.5,9.4
L.J. Thorpe,north-carolina-asheville,16,6,23.9,2.8,7.3,.385,2.1,4.8,.447,0.7,2.6,.268,2.3,3.3,.679,0.8,2.8,3.5,2.5,0.8,0.1,2.6,2.3,8.6
Jalen Seegars,north-carolina-asheville,29,15,20.8,1.3,3.5,.382,0.8,2.0,.404,0.6,1.6,.356,1.2,1.7,.714,1.1,2.2,3.4,0.6,0.7,0.8,1.5,2.1,4.4
Cress Worthy,north-carolina-asheville,31,15,24.0,1.6,4.6,.345,1.1,2.7,.412,0.5,1.8,.246,0.8,1.2,.676,0.7,2.8,3.5,2.1,0.9,0.1,1.7,2.4,4.4
Donovan Gilmore,north-carolina-asheville,31,19,13.3,1.4,2.5,.532,1.3,2.4,.547,0.0,0.1,.250,0.9,1.0,.875,1.0,2.3,3.3,0.4,0.3,0.3,0.8,1.7,3.6
Luke Lawson,north-carolina-asheville,31,0,14.5,1.2,3.2,.374,0.3,0.5,.500,0.9,2.7,.349,0.2,0.2,1.000,0.5,1.3,1.9,0.5,0.2,0.2,0.6,0.8,3.5
Jeremy Peck,north-carolina-asheville,30,12,14.6,1.0,1.8,.527,1.0,1.8,.547,0.0,0.1,.000,0.4,0.6,.579,0.9,2.0,3.0,0.5,0.1,0.4,1.1,2.1,2.3
Stephen Edoka,north-carolina-asheville,28,0,7.7,0.6,1.5,.381,0.5,1.3,.429,0.0,0.3,.143,0.3,0.4,.667,0.8,1.3,2.1,0.1,0.4,0.2,0.7,1.3,1.5
Deacon Heath,north-carolina-asheville,16,0,6.3,0.3,0.8,.417,0.2,0.4,.500,0.1,0.4,.333,0.2,0.3,.600,0.1,0.1,0.3,0.3,0.1,0.0,0.2,0.4,0.9
Cameron Woodyard,north-carolina-asheville,4,0,1.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.3,0.5,.500,0.3,0.3,0.5,0.5,0.0,0.0,0.0,0.0,0.3
Malik Moore,south-carolina-upstate,28,27,28.9,5.6,12.1,.459,4.0,6.9,.583,1.6,5.3,.297,3.1,4.4,.702,1.8,5.1,6.9,2.3,1.4,0.7,2.4,2.8,15.8
Deion Holmes,south-carolina-upstate,29,27,28.3,5.3,12.4,.426,3.4,7.1,.478,1.9,5.2,.355,2.4,3.0,.826,1.1,3.2,4.3,1.2,0.6,0.2,2.2,2.1,14.9
Everette Hammond,south-carolina-upstate,32,11,18.8,2.5,6.8,.373,1.5,4.2,.361,1.0,2.6,.393,1.2,1.5,.755,0.4,1.9,2.3,1.8,0.7,0.1,1.1,1.7,7.3
Nevin Zink,south-carolina-upstate,31,31,19.2,2.3,4.2,.543,2.3,4.2,.543,0.0,0.0,,1.5,2.0,.714,1.5,2.5,4.0,0.2,0.3,0.4,1.3,2.7,6.0
Brandon Martin,south-carolina-upstate,30,0,14.1,2.3,4.4,.515,2.2,4.1,.540,0.0,0.3,.125,1.0,1.5,.682,1.2,1.3,2.5,0.4,0.6,0.3,0.9,1.0,5.6
Bryson Mozone,south-carolina-upstate,20,3,15.6,1.8,4.7,.376,0.5,1.2,.391,1.3,3.5,.371,0.3,0.5,.667,0.5,2.4,2.9,0.6,0.5,0.3,1.0,2.2,5.1
Pat Welch,south-carolina-upstate,32,5,17.6,1.6,3.8,.415,0.2,0.4,.500,1.4,3.5,.405,0.2,0.2,.833,0.2,0.9,1.1,0.8,0.5,0.1,0.4,1.3,4.8
Dalvin White,south-carolina-upstate,32,10,20.3,1.5,4.6,.327,0.6,1.7,.370,0.9,2.9,.301,0.7,0.9,.724,0.2,1.3,1.5,2.8,0.5,0.0,1.3,1.7,4.5
Thomas Booker,south-carolina-upstate,6,0,10.8,1.7,4.3,.385,1.3,2.3,.571,0.3,2.0,.167,0.5,0.8,.600,0.0,0.7,0.7,0.2,0.2,0.0,0.5,1.5,4.2
Jure Span,south-carolina-upstate,30,22,22.2,1.3,4.8,.266,0.6,2.0,.283,0.7,2.8,.253,0.6,0.8,.680,0.2,1.9,2.1,3.3,0.8,0.1,2.4,2.1,3.8
Josh Aldrich,south-carolina-upstate,31,23,19.7,1.1,3.0,.362,0.7,1.5,.468,0.4,1.5,.255,0.6,1.2,.500,1.0,1.9,2.9,0.5,0.7,0.6,0.8,2.3,3.2
Ross Ryan,south-carolina-upstate,27,0,10.3,1.0,2.1,.464,0.9,2.0,.463,0.0,0.1,.500,0.3,0.5,.692,0.6,1.0,1.6,0.6,0.4,0.3,0.8,1.0,2.3
Jordan Furlough,south-carolina-upstate,9,0,2.0,0.2,0.7,.333,0.0,0.0,,0.2,0.7,.333,0.0,0.0,,0.0,0.3,0.3,0.2,0.1,0.0,0.1,0.3,0.7
Andrew Tate,south-carolina-upstate,12,1,3.5,0.3,0.6,.429,0.3,0.5,.500,0.0,0.1,.000,0.1,0.3,.333,0.3,0.8,1.0,0.1,0.1,0.1,0.2,0.2,0.6
Cassius Winston,michigan-state,39,39,33.5,6.2,13.5,.460,4.1,8.1,.502,2.2,5.4,.398,4.2,5.0,.840,0.3,2.7,3.0,7.5,1.0,0.1,2.9,1.9,18.8
Joshua Langford,michigan-state,13,13,28.6,5.4,12.2,.443,3.2,6.6,.477,2.2,5.5,.403,2.0,2.4,.839,0.7,2.9,3.6,2.3,0.8,0.1,2.4,2.4,15.0
Nick Ward,michigan-state,34,25,20.8,4.8,8.3,.580,4.7,8.2,.577,0.1,0.1,1.000,3.3,5.0,.653,1.7,4.3,6.1,0.7,0.3,1.2,2.0,2.5,12.9
Xavier Tillman,michigan-state,39,14,24.0,3.7,6.1,.605,3.5,5.4,.645,0.2,0.7,.296,2.4,3.3,.732,2.5,4.8,7.3,1.6,0.9,1.7,1.5,2.8,10.0
Matt McQuaid,michigan-state,36,35,31.3,3.3,7.5,.432,1.2,2.7,.449,2.0,4.8,.422,1.3,1.6,.810,0.7,2.3,3.0,2.1,0.6,0.1,1.0,2.1,9.8
Kenny Goins,michigan-state,39,39,30.4,2.8,6.9,.405,1.4,2.7,.500,1.4,4.2,.344,0.9,1.2,.729,2.2,6.8,8.9,2.3,0.7,1.3,1.5,2.1,7.9
Aaron Henry,michigan-state,39,22,22.1,2.4,4.8,.495,2.0,3.8,.523,0.4,1.0,.385,0.9,1.3,.692,1.0,2.8,3.8,1.6,0.6,0.5,1.3,1.8,6.1
Kyle Ahrens,michigan-state,30,8,18.8,1.8,4.0,.442,1.1,1.7,.635,0.7,2.3,.294,0.5,0.6,.833,0.6,1.9,2.5,1.0,0.6,0.1,0.7,1.2,4.7
Gabe Brown,michigan-state,32,0,8.0,0.7,1.8,.390,0.2,0.5,.438,0.5,1.3,.372,0.3,0.4,.769,0.3,0.9,1.2,0.1,0.1,0.1,0.1,0.4,2.3
Thomas Kithier,michigan-state,31,0,5.9,0.7,0.9,.793,0.7,0.9,.793,0.0,0.0,,0.1,0.2,.500,0.5,0.8,1.3,0.2,0.1,0.1,0.2,0.8,1.6
Foster Loyer,michigan-state,36,0,5.8,0.5,1.2,.409,0.3,0.5,.588,0.2,0.8,.296,0.3,0.4,.923,0.0,0.4,0.4,0.9,0.1,0.0,0.6,0.7,1.6
Marcus Bingham,michigan-state,23,0,3.6,0.3,0.9,.286,0.0,0.3,.000,0.3,0.6,.429,0.2,0.4,.556,0.2,1.0,1.1,0.3,0.0,0.4,0.2,0.5,1.0
Jack Hoiberg,michigan-state,14,0,1.1,0.1,0.4,.333,0.0,0.2,.000,0.1,0.2,.667,0.3,0.3,1.000,0.1,0.1,0.1,0.2,0.1,0.0,0.4,0.0,0.7
Braden Burke,michigan-state,9,0,1.4,0.2,0.6,.400,0.2,0.6,.400,0.0,0.0,,0.1,0.2,.500,0.2,0.1,0.3,0.0,0.0,0.0,0.0,0.2,0.6
Conner George,michigan-state,18,0,1.6,0.2,0.4,.500,0.2,0.4,.500,0.0,0.0,,0.1,0.2,.667,0.1,0.4,0.5,0.1,0.1,0.0,0.0,0.4,0.6
Brock Washington,michigan-state,7,0,1.0,0.1,0.7,.200,0.1,0.4,.333,0.0,0.3,.000,0.1,0.1,1.000,0.0,0.3,0.3,0.0,0.0,0.0,0.0,0.0,0.4
Carsen Edwards,purdue,36,36,35.4,7.7,19.5,.394,3.9,9.0,.440,3.8,10.6,.355,5.1,6.1,.837,0.4,3.2,3.6,2.9,1.3,0.3,3.1,2.0,24.3
Ryan Cline,purdue,36,36,33.9,4.1,9.8,.423,1.1,2.4,.442,3.1,7.4,.417,0.6,0.9,.697,0.2,2.7,2.9,3.3,0.6,0.1,1.2,1.6,12.0
Matt Haarms,purdue,36,23,22.8,3.7,5.8,.632,3.5,5.1,.679,0.2,0.7,.280,1.8,2.6,.695,1.8,3.6,5.4,1.1,0.2,2.1,1.2,2.5,9.4
Nojel Eastern,purdue,36,35,28.2,2.8,5.7,.495,2.8,5.6,.505,0.0,0.1,.000,1.8,2.8,.650,1.9,3.7,5.5,2.5,1.1,0.3,1.4,2.4,7.5
Grady Eifert,purdue,36,36,25.5,1.8,3.5,.528,0.9,1.3,.689,1.0,2.2,.438,0.8,1.2,.698,2.0,3.2,5.2,1.6,0.9,0.1,0.5,2.1,5.5
Evan Boudreaux,purdue,25,4,12.0,1.8,4.0,.455,1.4,2.9,.493,0.4,1.0,.346,1.2,1.7,.738,1.5,1.5,3.0,0.6,0.2,0.1,0.6,1.4,5.2
Trevion Williams,purdue,34,8,10.3,2.3,4.2,.542,2.3,4.1,.546,0.0,0.1,.333,0.6,1.1,.514,1.8,2.2,4.0,0.5,0.4,0.4,0.6,1.9,5.2
Aaron Wheeler,purdue,36,0,13.8,1.7,3.8,.444,0.8,1.4,.580,0.9,2.4,.365,0.5,0.9,.613,0.9,2.1,3.0,0.4,0.6,0.5,0.7,1.8,4.7
Sasha Stefanovic,purdue,36,0,11.6,0.8,2.1,.390,0.1,0.4,.313,0.7,1.7,.410,0.1,0.4,.357,0.1,1.0,1.1,0.4,0.6,0.1,0.7,1.2,2.5
Eric Hunter Jr.,purdue,36,2,12.6,0.8,2.5,.303,0.5,1.2,.395,0.3,1.3,.217,0.4,0.6,.714,0.4,0.9,1.4,1.1,0.4,0.1,0.6,1.0,2.2
Tommy Luce,purdue,8,0,2.4,0.1,0.5,.250,0.0,0.4,.000,0.1,0.1,1.000,0.4,0.5,.750,0.0,0.0,0.0,0.1,0.0,0.0,0.1,0.1,0.8
Kyle King,purdue,8,0,2.0,0.0,0.3,.000,0.0,0.3,.000,0.0,0.0,,0.0,0.0,,0.0,0.5,0.5,0.1,0.0,0.0,0.1,0.1,0.0
Ignas Brazdeikis,michigan,37,37,29.6,5.1,11.0,.462,3.6,7.1,.500,1.5,3.9,.392,3.1,4.1,.773,1.2,4.3,5.4,0.8,0.7,0.5,1.2,2.1,14.8
Jordan Poole,michigan,37,37,33.1,4.4,10.0,.436,2.3,4.5,.518,2.0,5.5,.369,2.0,2.4,.833,0.2,2.8,3.0,2.2,1.1,0.2,1.5,2.0,12.8
Charles Matthews,michigan,34,34,31.5,4.5,10.4,.431,3.6,7.6,.481,0.9,2.9,.299,2.4,3.6,.645,1.5,3.5,5.0,1.4,1.1,0.5,1.7,1.8,12.2
Jon Teske,michigan,37,37,27.9,3.7,7.1,.521,3.1,5.0,.613,0.6,2.1,.299,1.5,2.5,.593,2.0,5.0,7.0,0.9,0.7,2.0,0.5,2.2,9.5
Zavier Simpson,michigan,37,37,33.8,3.5,8.0,.434,2.6,5.2,.503,0.9,2.8,.308,1.0,1.5,.667,0.5,4.5,5.0,6.6,1.4,0.1,2.0,1.9,8.8
Isaiah Livers,michigan,35,3,22.6,2.8,5.7,.487,1.3,2.2,.584,1.5,3.5,.426,0.9,1.2,.780,0.7,3.2,3.9,0.7,0.7,0.5,0.7,1.7,7.9
Eli Brooks,michigan,37,0,12.9,1.0,2.6,.378,0.6,1.4,.460,0.4,1.3,.292,0.1,0.1,.750,0.1,1.2,1.2,1.1,0.3,0.1,0.5,0.6,2.5
Colin Castleton,michigan,19,0,3.5,0.5,1.2,.409,0.5,1.0,.474,0.0,0.2,.000,0.2,0.5,.333,0.4,0.7,1.1,0.1,0.1,0.2,0.3,0.7,1.1
Austin Davis,michigan,25,0,3.7,0.5,0.8,.632,0.5,0.8,.632,0.0,0.0,,0.0,0.1,.333,0.3,0.5,0.8,0.1,0.0,0.0,0.2,0.7,1.0
Brandon Johns Jr,michigan,28,0,4.1,0.3,0.6,.500,0.3,0.5,.533,0.0,0.1,.333,0.1,0.1,.750,0.3,0.7,1.0,0.0,0.1,0.1,0.2,0.5,0.8
C.J. Baird,michigan,13,0,1.8,0.2,0.8,.300,0.0,0.2,.000,0.2,0.6,.375,0.0,0.0,,0.1,0.1,0.2,0.0,0.0,0.0,0.1,0.0,0.7
David Dejulius,michigan,25,0,3.8,0.2,1.2,.200,0.2,0.6,.333,0.0,0.6,.067,0.0,0.2,.167,0.0,0.4,0.5,0.2,0.2,0.0,0.2,0.4,0.6
Adrien Nunez,michigan,20,0,2.0,0.1,0.7,.077,0.0,0.0,,0.1,0.7,.077,0.0,0.0,,0.1,0.2,0.3,0.0,0.0,0.0,0.1,0.2,0.2
Rico Ozuna-Harrison,michigan,2,0,1.5,0.0,0.5,.000,0.0,0.0,,0.0,0.5,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.0
Luke Wilson,michigan,10,0,1.6,0.0,0.3,.000,0.0,0.1,.000,0.0,0.2,.000,0.0,0.0,,0.1,0.1,0.2,0.0,0.0,0.0,0.2,0.1,0.0
Ethan Happ,wisconsin,34,34,32.0,7.6,14.3,.530,7.6,14.1,.535,0.0,0.1,.000,2.2,4.7,.466,2.3,7.8,10.1,4.5,1.1,1.3,3.1,2.6,17.3
D'Mitrik Trice,wisconsin,34,34,32.5,3.9,10.2,.384,1.7,4.4,.377,2.2,5.7,.390,1.5,2.0,.750,0.2,2.6,2.8,2.6,0.9,0.0,1.3,1.9,11.6
Brad Davison,wisconsin,34,34,32.2,3.4,8.8,.385,1.9,4.4,.420,1.5,4.4,.349,2.2,2.8,.809,0.3,3.0,3.3,1.8,1.1,0.1,1.0,2.3,10.5
Nate Reuvers,wisconsin,34,34,22.9,3.1,6.9,.449,2.1,4.4,.487,0.9,2.5,.381,0.8,1.2,.634,1.2,2.7,3.9,1.0,0.3,1.8,0.9,2.4,7.9
Khalil Iverson,wisconsin,33,33,24.5,2.7,5.0,.543,2.7,4.8,.557,0.0,0.2,.167,1.5,2.3,.623,1.5,3.1,4.5,0.9,0.9,0.4,1.1,1.8,6.9
Brevin Pritzl,wisconsin,34,0,19.7,1.5,3.2,.463,0.5,0.9,.600,0.9,2.3,.410,0.9,1.1,.833,0.4,2.0,2.4,0.5,0.3,0.1,0.3,1.1,4.8
Kobe King,wisconsin,34,1,19.0,1.6,3.6,.447,1.2,2.2,.541,0.4,1.4,.306,0.6,0.9,.655,0.6,1.6,2.1,0.5,0.3,0.1,0.5,0.8,4.2
Aleem Ford,wisconsin,31,0,13.8,1.1,3.3,.340,0.4,0.7,.522,0.7,2.6,.288,0.1,0.1,1.000,0.4,1.5,1.9,0.4,0.3,0.1,0.5,1.4,3.1
Tai Strickland,wisconsin,16,0,3.1,0.6,1.4,.391,0.3,0.9,.333,0.3,0.5,.500,0.4,0.5,.750,0.1,0.3,0.3,0.4,0.1,0.0,0.3,0.3,1.8
Trevor Anderson,wisconsin,8,0,6.9,0.8,1.3,.600,0.6,1.1,.556,0.1,0.1,1.000,0.0,0.0,,0.1,1.0,1.1,0.4,0.0,0.0,0.1,0.4,1.6
Charles Thomas IV,wisconsin,28,0,5.2,0.6,1.5,.439,0.5,1.1,.484,0.1,0.4,.300,0.3,0.4,.636,0.6,0.6,1.3,0.2,0.1,0.4,0.3,0.8,1.6
Walt McGrory,wisconsin,13,0,2.4,0.2,0.4,.400,0.0,0.1,.000,0.2,0.3,.500,0.0,0.0,,0.0,0.2,0.2,0.1,0.0,0.0,0.2,0.2,0.5
Michael Ballard,wisconsin,9,0,1.8,0.0,0.4,.000,0.0,0.1,.000,0.0,0.3,.000,0.2,0.2,1.000,0.2,0.1,0.3,0.0,0.0,0.0,0.0,0.2,0.2
Anthony Cowan,maryland,34,34,34.6,4.9,12.6,.393,2.9,6.5,.445,2.1,6.1,.337,3.7,4.6,.806,0.4,3.3,3.7,4.4,0.9,0.2,2.8,2.3,15.6
Bruno Fernando,maryland,34,33,30.0,5.1,8.4,.607,5.0,8.1,.618,0.1,0.3,.300,3.3,4.3,.779,2.9,7.7,10.6,2.0,0.6,1.9,2.8,2.7,13.6
Jalen Smith,maryland,33,33,26.7,4.4,8.9,.492,3.8,6.8,.563,0.6,2.2,.268,2.3,3.5,.658,2.7,4.1,6.8,0.9,0.4,1.2,1.2,2.0,11.7
Eric Ayala,maryland,34,33,29.0,2.8,6.6,.430,1.3,2.8,.463,1.5,3.8,.406,1.4,1.8,.774,0.3,2.6,2.9,2.1,0.3,0.3,1.6,1.4,8.6
Darryl Morsell,maryland,33,31,26.7,3.4,7.3,.459,2.8,5.5,.517,0.5,1.9,.290,1.2,1.8,.672,1.1,2.1,3.1,1.8,0.7,0.5,1.6,2.0,8.5
Aaron Wiggins,maryland,34,4,23.5,2.9,7.4,.385,1.0,3.0,.343,1.8,4.4,.413,0.8,0.9,.867,1.0,2.3,3.3,0.8,0.8,0.2,0.8,1.7,8.3
Serrel Smith Jr,maryland,34,0,11.9,1.1,3.1,.355,0.5,1.4,.391,0.6,1.8,.328,0.6,0.7,.840,0.2,1.1,1.3,0.5,0.2,0.0,0.5,1.0,3.4
Ricky Lindo,maryland,34,0,12.2,0.6,1.5,.385,0.5,1.2,.450,0.1,0.4,.167,0.4,0.7,.520,0.9,2.6,3.5,0.4,0.4,0.4,0.5,1.7,1.6
Travis Valmon,maryland,5,0,1.8,0.2,0.4,.500,0.0,0.0,,0.2,0.4,.500,0.2,0.4,.500,0.0,0.2,0.2,0.2,0.0,0.2,0.4,0.2,0.8
Joshua Tomaic,maryland,20,1,3.6,0.2,0.5,.444,0.2,0.4,.500,0.0,0.1,.000,0.0,0.1,.000,0.3,0.6,0.8,0.0,0.0,0.2,0.3,0.5,0.4
Ivan Bender,maryland,24,1,4.0,0.1,0.4,.300,0.1,0.4,.333,0.0,0.0,.000,0.0,0.1,.500,0.2,0.6,0.8,0.3,0.0,0.0,0.6,0.5,0.3
Reese Mona,maryland,10,0,2.9,0.1,0.1,1.000,0.1,0.1,1.000,0.0,0.0,,0.1,0.3,.333,0.1,0.2,0.3,0.4,0.0,0.0,0.2,0.2,0.3
Andrew Terrell,maryland,7,0,1.6,0.1,0.3,.500,0.1,0.1,1.000,0.0,0.1,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.3
Trace Ramsey,maryland,5,0,2.0,0.0,0.2,.000,0.0,0.2,.000,0.0,0.0,,0.2,0.4,.500,0.0,0.2,0.2,0.0,0.0,0.0,0.2,0.8,0.2
Will Clark,maryland,3,0,1.3,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tyler Cook,iowa,33,33,30.8,5.3,10.3,.510,5.3,10.2,.519,0.0,0.2,.000,3.9,6.1,.644,2.2,5.5,7.6,2.4,0.7,0.5,2.8,2.3,14.5
Luka Garza,iowa,32,30,23.7,4.9,9.2,.531,4.2,6.9,.608,0.7,2.3,.292,2.7,3.3,.804,1.8,2.7,4.5,0.9,0.3,0.5,1.3,2.3,13.1
Jordan Bohannon,iowa,35,35,31.0,3.2,8.4,.381,0.9,2.5,.375,2.3,5.9,.383,2.9,3.3,.872,0.3,2.1,2.4,3.4,0.7,0.0,1.7,1.7,11.6
Joe Wieskamp,iowa,35,35,27.7,3.6,7.3,.488,1.9,3.3,.564,1.7,4.0,.424,2.3,2.9,.767,1.4,3.5,4.9,1.1,0.9,0.5,1.1,1.9,11.1
